entry_time,entry_price,exit_time,exit_price,exit_type,strategy,signal,pnl_pct
2023-05-03 21:15:00,28838.3,2023-05-04 21:15:00,28801.9,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.12622103244642652
2023-05-05 07:45:00,29054.9,2023-05-05 12:30:00,28822.4608,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000025
2023-05-06 13:45:00,28941.2,2023-05-06 14:00:00,28709.6704,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000057
2023-05-08 00:00:00,28542.0,2023-05-08 01:30:00,28313.664,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999976
2023-05-08 01:45:00,28208.3,2023-05-08 07:45:00,27982.633599999997,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000068
2023-05-08 09:00:00,27782.1,2023-05-08 15:00:00,28059.921,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999997
2023-05-08 18:15:00,27511.4,2023-05-08 19:45:00,27291.308800000003,SL,conservative,BB 하단 + RSI 과매도,-0.799999999999996
2023-05-10 06:30:00,27600.3,2023-05-10 12:30:00,27876.303,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000022
2023-05-10 17:30:00,27312.5,2023-05-10 19:00:00,27585.625,TP,conservative,BB 하단 + RSI 과매도,1.0
2023-05-12 03:15:00,26698.0,2023-05-12 04:00:00,26484.416,SL,conservative,BB 하단 + RSI 과매도,-0.799999999999996
2023-05-12 06:15:00,26160.5,2023-05-12 09:45:00,26422.105,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999983
2023-05-12 12:30:00,26435.3,2023-05-12 19:00:00,26170.947,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999969
2023-05-12 19:30:00,26132.6,2023-05-12 21:00:00,26524.588999999996,TP,momentum,BB 찢고 큰 양봉,1.4999999999999913
2023-05-13 13:00:00,26859.9,2023-05-14 00:30:00,26591.301,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000073
2023-05-14 13:45:00,26898.0,2023-05-15 06:15:00,27435.96,TP,aggressive,BB 상단 돌파 + RSI 강세,1.999999999999997
2023-05-15 16:15:00,27473.6,2023-05-15 23:45:00,27198.863999999998,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000029
2023-05-16 07:30:00,27207.9,2023-05-16 14:00:00,26935.821,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000056
2023-05-17 00:45:00,27090.3,2023-05-17 07:45:00,26819.397,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999943
2023-05-18 18:00:00,26534.2,2023-05-18 19:45:00,26799.542,TP,conservative,BB 하단 + RSI 과매도,1.000000000000002
2023-05-19 07:00:00,26937.5,2023-05-19 15:30:00,26668.125,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0
2023-05-20 08:15:00,26873.3,2023-05-21 08:15:00,27047.9,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.6497155168885183
2023-05-21 12:15:00,26839.7,2023-05-22 00:30:00,26624.9824,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999998
2023-05-22 05:00:00,26717.0,2023-05-23 03:15:00,27251.34,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000004
2023-05-23 12:00:00,27351.0,2023-05-24 03:00:00,27077.489999999998,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000075
2023-05-24 03:45:00,26772.5,2023-05-24 13:45:00,26558.32,SL,conservative,BB 하단 + RSI 과매도,-0.800000000000001
2023-05-24 14:30:00,26343.4,2023-05-24 15:00:00,26132.6528,SL,conservative,BB 하단 + RSI 과매도,-0.800000000000006
2023-05-24 15:15:00,26307.2,2023-05-25 01:15:00,26096.7424,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000059
2023-05-29 04:15:00,27923.9,2023-05-29 14:45:00,27700.5088,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000066
2023-05-29 15:30:00,27667.1,2023-05-30 10:15:00,27943.770999999997,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999944
2023-05-31 05:15:00,27165.5,2023-05-31 14:15:00,26948.176,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000019
2023-06-01 03:00:00,26749.1,2023-06-01 16:45:00,27016.591,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000069
2023-06-02 00:30:00,26720.0,2023-06-02 03:45:00,26987.2,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000029
2023-06-02 04:30:00,27082.0,2023-06-03 04:30:00,27141.1,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.21822612805552968
2023-06-03 06:15:00,27182.0,2023-06-03 21:00:00,26910.18,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.999999999999999
2023-06-03 21:15:00,27009.0,2023-06-04 13:45:00,27279.09,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000004
2023-06-04 20:15:00,27240.0,2023-06-05 00:45:00,26967.6,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000053
2023-06-05 03:15:00,26888.5,2023-06-05 11:00:00,26673.392,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000007
2023-06-05 23:15:00,25846.0,2023-06-06 02:00:00,25587.54,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999966
2023-06-07 03:30:00,26821.7,2023-06-07 09:45:00,26607.1264,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999989
2023-06-07 10:00:00,26509.9,2023-06-07 11:15:00,26774.999000000003,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000075
2023-06-07 15:00:00,26516.6,2023-06-07 16:00:00,26251.433999999997,SL,momentum,BB 찢고 큰 양봉,-1.0000000000000042
2023-06-07 22:00:00,26324.4,2023-06-08 15:30:00,26719.266,TP,momentum,BB 찢고 큰 양봉,1.499999999999993
2023-06-09 00:30:00,26455.4,2023-06-09 13:15:00,26719.954,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000002
2023-06-10 05:30:00,25656.5,2023-06-10 05:45:00,25451.248,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000016
2023-06-10 17:00:00,25673.9,2023-06-10 17:30:00,26059.0085,TP,momentum,BB 찢고 큰 양봉,1.4999999999999938
2023-06-11 11:30:00,25820.3,2023-06-12 11:30:00,25940.1,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.46397601886887174
2023-06-12 14:00:00,25838.0,2023-06-13 02:30:00,26096.38,TP,conservative,BB 하단 + RSI 과매도,1.000000000000004
2023-06-13 08:30:00,26150.0,2023-06-13 15:00:00,25888.5,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0
2023-06-13 15:30:00,25814.1,2023-06-14 12:45:00,26072.240999999998,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999987
2023-06-14 17:45:00,26018.9,2023-06-14 18:00:00,25758.711000000003,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999941
2023-06-14 18:30:00,25970.1,2023-06-14 20:00:00,25710.398999999998,SL,momentum,BB 찢고 큰 양봉,-1.0000000000000036
2023-06-14 21:00:00,25100.0,2023-06-15 06:45:00,24899.2,SL,conservative,BB 하단 + RSI 과매도,-0.799999999999997
2023-06-24 16:00:00,30444.0,2023-06-25 03:45:00,30748.44,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999957
2023-06-25 04:00:00,30860.1,2023-06-25 13:15:00,30551.499,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.999999999999996
2023-06-26 01:15:00,30256.8,2023-06-26 17:15:00,29954.232,SL,momentum,BB 찢고 큰 양봉,-0.9999999999999978
2023-06-27 00:45:00,30348.2,2023-06-27 14:00:00,30955.164,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999998
2023-06-28 14:30:00,30458.6,2023-06-28 17:00:00,30154.014,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999978
2023-07-05 10:15:00,30669.5,2023-07-05 10:45:00,30424.144,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999994
2023-07-05 11:00:00,30423.1,2023-07-05 13:30:00,30179.7152,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999995
2023-07-06 14:30:00,30152.1,2023-07-06 15:45:00,30453.621,TP,conservative,BB 하단 + RSI 과매도,1.000000000000002
2023-07-07 18:45:00,30149.9,2023-07-08 18:45:00,30187.9,Time Stop,conservative,BB 하단 + RSI 과매도,0.12603690227828285
2023-07-08 20:00:00,30100.3,2023-07-09 14:30:00,30401.303,TP,conservative,BB 하단 + RSI 과매도,1.000000000000002
2023-07-10 09:15:00,30163.9,2023-07-10 19:45:00,30767.178000000004,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000067
2023-07-11 06:45:00,30615.7,2023-07-11 13:30:00,30309.543,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999974
2023-07-11 14:15:00,30499.9,2023-07-12 14:15:00,30711.9,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.6950842461778562
2023-07-13 03:30:00,30268.8,2023-07-13 09:30:00,30571.488,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000064
2023-07-13 10:30:00,30622.1,2023-07-13 18:00:00,31234.541999999998,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999973
2023-07-13 19:15:00,31681.9,2023-07-13 20:45:00,31365.081000000002,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999984
2023-07-14 07:00:00,31284.5,2023-07-14 16:30:00,31034.224,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000053
2023-07-14 18:00:00,30725.1,2023-07-14 18:15:00,30479.299199999998,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000029
2023-07-14 19:00:00,30219.9,2023-07-14 20:15:00,29978.1408,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000014
2023-07-16 19:00:00,30278.4,2023-07-17 10:15:00,30036.1728,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000038
2023-07-18 12:45:00,29768.8,2023-07-18 16:45:00,29530.6496,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999954
2023-07-19 07:45:00,29983.0,2023-07-19 15:00:00,29743.136,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000047
2023-07-20 15:00:00,29800.3,2023-07-20 18:15:00,29561.8976,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999967
2023-07-22 12:45:00,29830.3,2023-07-23 12:45:00,29906.0,Time Stop,conservative,BB 하단 + RSI 과매도,0.253768818952544
2023-07-24 02:45:00,29786.6,2023-07-24 09:45:00,29548.3072,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999976
2023-07-24 10:00:00,29295.7,2023-07-24 14:00:00,29061.3344,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000033
2023-07-26 02:00:00,29130.0,2023-07-26 18:00:00,29421.3,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999974
2023-07-27 15:15:00,29316.5,2023-07-27 18:30:00,29081.968,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999974
2023-07-30 20:15:00,29149.0,2023-07-31 00:30:00,29440.49,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000056
2023-07-31 16:15:00,29235.9,2023-08-01 02:00:00,29002.0128,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000035
2023-08-01 03:00:00,28935.6,2023-08-01 15:30:00,28704.115199999997,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000069
2023-08-02 14:30:00,29299.7,2023-08-02 16:45:00,29065.3024,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000007
2023-08-02 17:00:00,29087.0,2023-08-03 14:45:00,29377.87,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999966
2023-08-04 05:45:00,29228.0,2023-08-04 18:45:00,28935.72,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.999999999999996
2023-08-04 19:00:00,29057.0,2023-08-04 20:45:00,28824.543999999998,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000068
2023-08-07 07:00:00,29065.5,2023-08-07 15:30:00,28832.976,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000044
2023-08-09 17:00:00,29571.8,2023-08-10 17:00:00,29428.1,Time Stop,conservative,BB 하단 + RSI 과매도,-0.4859359254424848
2023-08-13 23:15:00,29329.2,2023-08-14 02:15:00,29094.5664,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000035
2023-08-15 19:15:00,29167.9,2023-08-16 19:15:00,29137.3,Time Stop,conservative,BB 하단 + RSI 과매도,-0.10490984952637036
2023-08-17 16:15:00,27887.1,2023-08-17 20:45:00,27664.0032,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999977
2023-08-17 21:15:00,27669.0,2023-08-17 21:30:00,27447.648,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999962
2023-08-19 06:00:00,25887.5,2023-08-19 15:45:00,26146.375,TP,conservative,BB 하단 + RSI 과매도,1.0
2023-08-23 11:30:00,25937.2,2023-08-23 16:00:00,26196.572,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999976
2023-08-24 14:45:00,26105.1,2023-08-24 17:30:00,25896.259199999997,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000068
2023-08-28 05:45:00,25950.7,2023-08-28 12:15:00,26210.207000000002,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000053
2023-08-29 07:00:00,25994.4,2023-08-29 14:15:00,26254.344,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999981
2023-08-29 21:00:00,27678.4,2023-08-30 02:15:00,27401.616,SL,momentum,BB 찢고 큰 양봉,-0.9999999999999987
2023-08-31 07:15:00,27279.9,2023-08-31 14:15:00,27007.101000000002,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999966
2023-08-31 15:45:00,26911.4,2023-08-31 16:15:00,26696.1088,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999986
2023-08-31 17:00:00,26382.0,2023-08-31 18:45:00,26170.944,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000019
2023-08-31 21:15:00,25910.7,2023-09-01 14:45:00,25703.4144,SL,conservative,BB 하단 + RSI 과매도,-0.799999999999997
2023-09-01 17:30:00,25420.0,2023-09-01 18:45:00,25674.2,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000029
2023-09-02 05:15:00,25823.9,2023-09-03 05:15:00,25883.9,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.23234290715190192
2023-09-03 06:30:00,25921.6,2023-09-04 06:30:00,25973.0,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.19829022899821563
2023-09-05 10:00:00,25767.1,2023-09-06 10:00:00,25761.5,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.021733140322343397
2023-09-06 17:15:00,25609.2,2023-09-06 17:45:00,25993.338,TP,momentum,BB 찢고 큰 양봉,1.4999999999999962
2023-09-07 03:15:00,25788.7,2023-09-07 21:00:00,26304.474000000002,TP,aggressive,BB 상단 돌파 + RSI 강세,2.000000000000005
2023-09-07 22:30:00,26355.3,2023-09-08 09:15:00,26091.747,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999996
2023-09-08 10:15:00,25792.2,2023-09-09 10:15:00,25852.1,Time Stop,conservative,BB 하단 + RSI 과매도,0.23224075495691648
2023-09-09 15:30:00,25883.9,2023-09-10 15:30:00,25780.9,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.39793076004775163
2023-09-10 20:00:00,25823.2,2023-09-11 10:15:00,25564.968,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999999
2023-09-11 14:15:00,25372.5,2023-09-11 14:30:00,25169.52,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999983
2023-09-11 15:15:00,25118.5,2023-09-11 20:00:00,24917.552,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000013
2023-09-15 13:00:00,26399.1,2023-09-15 22:30:00,26663.091,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000069
2023-09-16 17:30:00,26589.2,2023-09-17 17:30:00,26511.7,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.2914717253621771
2023-09-17 21:00:00,26424.8,2023-09-18 02:15:00,26689.048,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999984
2023-09-18 07:15:00,26729.4,2023-09-18 12:00:00,27263.988,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999991
2023-09-18 18:00:00,26815.5,2023-09-19 09:00:00,27083.655,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999957
2023-09-19 14:00:00,27064.8,2023-09-20 14:00:00,27095.9,Time Stop,momentum,BB 찢고 큰 양봉,0.11490940261890789
2023-09-20 14:15:00,27159.7,2023-09-20 19:15:00,26888.103,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000058
2023-09-20 19:45:00,26911.9,2023-09-20 21:15:00,27181.019,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999953
2023-09-21 09:00:00,26914.9,2023-09-21 09:30:00,26699.5808,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000065
2023-09-21 10:15:00,26752.3,2023-09-21 13:15:00,26538.2816,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000032
2023-09-21 13:45:00,26407.6,2023-09-21 17:45:00,26671.676,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000036
2023-09-22 00:30:00,26604.1,2023-09-23 00:30:00,26565.8,Time Stop,momentum,BB 찢고 큰 양봉,-0.14396277265533988
2023-09-23 06:45:00,26563.0,2023-09-24 06:45:00,26539.1,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.08997477694538063
2023-09-24 08:30:00,26569.6,2023-09-24 19:15:00,26303.904,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999997
2023-09-27 15:00:00,26282.8,2023-09-28 10:30:00,26545.628,TP,conservative,BB 하단 + RSI 과매도,1.000000000000005
2023-09-28 14:15:00,26602.7,2023-09-28 16:00:00,27134.754,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000004
2023-09-29 06:45:00,27065.8,2023-09-29 14:00:00,26795.142,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999979
2023-09-29 14:30:00,26992.7,2023-09-30 14:30:00,26982.0,Time Stop,momentum,BB 찢고 큰 양봉,-0.03964034720498775
2023-10-02 18:45:00,27788.3,2023-10-02 21:30:00,27565.993599999998,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000047
2023-10-03 15:00:00,27354.7,2023-10-04 09:45:00,27628.247,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999951
2023-10-04 19:00:00,27764.9,2023-10-05 15:30:00,27487.251,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000044
2023-10-09 08:00:00,27817.5,2023-10-09 09:45:00,27594.96,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000032
2023-10-09 10:15:00,27537.4,2023-10-09 16:15:00,27317.1008,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000047
2023-10-10 11:30:00,27544.3,2023-10-10 13:30:00,27323.9456,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000007
2023-10-10 13:45:00,27384.0,2023-10-11 02:30:00,27164.928,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000004
2023-10-11 03:15:00,27105.0,2023-10-11 15:15:00,26888.16,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000005
2023-10-15 12:15:00,26835.9,2023-10-15 20:30:00,27104.259000000002,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000013
2023-10-18 00:45:00,28364.0,2023-10-18 04:45:00,28647.64,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999979
2023-10-18 14:45:00,28176.2,2023-10-19 10:00:00,28457.962,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999957
2023-10-19 14:00:00,28566.8,2023-10-20 02:45:00,29138.136,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999976
2023-10-20 08:15:00,29585.1,2023-10-20 10:30:00,30176.802,TP,aggressive,BB 상단 돌파 + RSI 강세,2.000000000000004
2023-10-20 20:30:00,29613.0,2023-10-21 18:00:00,30205.260000000002,TP,aggressive,BB 상단 돌파 + RSI 강세,2.000000000000007
2023-10-21 18:45:00,30194.4,2023-10-21 23:15:00,29892.456000000002,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999983
2023-10-22 01:00:00,30050.8,2023-10-22 07:30:00,29750.291999999998,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000053
2023-10-22 22:30:00,29959.2,2023-10-23 01:30:00,30558.384000000002,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000036
2023-10-23 03:45:00,30724.7,2023-10-23 07:45:00,30417.453,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999979
2023-10-23 15:00:00,30877.1,2023-10-23 20:15:00,31494.642,TP,aggressive,BB 상단 돌파 + RSI 강세,2.000000000000004
2023-10-23 22:15:00,32182.3,2023-10-23 22:30:00,32825.945999999996,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999907
2023-10-24 11:00:00,34695.7,2023-10-24 13:00:00,34348.742999999995,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000062
2023-10-24 15:45:00,33676.1,2023-10-24 16:00:00,34012.861,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999959
2023-10-24 21:45:00,34134.8,2023-10-24 23:30:00,33793.452000000005,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999944
2023-10-25 13:00:00,34540.6,2023-10-26 10:45:00,34195.193999999996,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000078
2023-10-26 11:45:00,34111.6,2023-10-26 16:45:00,33838.7072,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000042
2023-10-27 01:30:00,33999.2,2023-10-27 17:00:00,33727.206399999995,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000049
2023-10-27 17:15:00,33725.3,2023-10-27 18:15:00,33455.4976,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000014
2023-10-29 01:30:00,34038.0,2023-10-29 12:00:00,34378.38,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999923
2023-10-29 12:45:00,34446.0,2023-10-30 12:45:00,34604.1,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.45897927190384524
2023-10-30 17:30:00,34312.0,2023-10-31 17:30:00,34397.1,Time Stop,conservative,BB 하단 + RSI 과매도,0.2480181860573518
2023-11-01 12:45:00,34824.9,2023-11-01 13:30:00,34476.651,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000098
2023-11-01 20:15:00,34820.5,2023-11-01 20:45:00,35516.91,TP,aggressive,BB 상단 돌파 + RSI 강세,2.00000000000001
2023-11-02 02:30:00,35762.0,2023-11-02 05:00:00,35404.38,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000073
2023-11-02 06:15:00,35220.7,2023-11-02 13:30:00,34938.9344,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999967
2023-11-02 13:45:00,34951.5,2023-11-02 15:15:00,34671.888,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000028
2023-11-03 01:15:00,34574.3,2023-11-03 08:45:00,34297.7056,SL,conservative,BB 하단 + RSI 과매도,-0.800000000000005
2023-11-04 05:15:00,34624.3,2023-11-04 06:00:00,34970.543000000005,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000062
2023-11-04 21:15:00,34872.9,2023-11-05 21:15:00,34912.5,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,0.11355522483073834
2023-11-05 22:00:00,34689.6,2023-11-05 22:45:00,35036.496,TP,conservative,BB 하단 + RSI 과매도,1.000000000000002
2023-11-06 09:00:00,35078.0,2023-11-07 09:00:00,34883.2,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.5553338274702175
2023-11-07 10:15:00,34741.9,2023-11-07 18:00:00,35089.319,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000049
2023-11-08 10:15:00,35409.7,2023-11-08 23:45:00,36117.894,TP,aggressive,BB 상단 돌파 + RSI 강세,2.000000000000009
2023-11-09 02:15:00,36393.7,2023-11-09 12:45:00,37121.574,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000098
2023-11-09 13:45:00,37196.4,2023-11-09 14:00:00,37940.328,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999998
2023-11-10 02:30:00,36842.4,2023-11-10 07:45:00,36473.976,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999974
2023-11-10 10:45:00,36775.8,2023-11-10 22:45:00,37511.316000000006,TP,aggressive,BB 상단 돌파 + RSI 강세,2.000000000000009
2023-11-10 23:00:00,37486.0,2023-11-11 01:15:00,37111.14,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000016
2023-11-11 02:30:00,37085.3,2023-11-11 22:00:00,36788.617600000005,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999942
2023-11-12 05:30:00,37070.6,2023-11-13 05:30:00,36922.0,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.40085674361892865
2023-11-13 12:15:00,36800.5,2023-11-13 21:00:00,36506.096,SL,conservative,BB 하단 + RSI 과매도,-0.800000000000006
2023-11-14 18:15:00,35964.8,2023-11-14 18:30:00,35677.081600000005,SL,conservative,BB 하단 + RSI 과매도,-0.7999999999999942
2023-11-14 19:00:00,35383.0,2023-11-15 08:00:00,35736.83,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000049
2023-11-15 08:15:00,35795.7,2023-11-15 16:00:00,36511.613999999994,TP,aggressive,BB 상단 돌파 + RSI 강세,1.9999999999999918
2023-11-15 18:00:00,37091.0,2023-11-15 18:15:00,36720.09,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000093
2023-11-16 14:30:00,36752.8,2023-11-16 15:30:00,36458.7776,SL,conservative,BB 하단 + RSI 과매도,-0.8000000000000044
2023-11-16 19:30:00,35828.1,2023-11-16 22:15:00,36186.381,TP,conservative,BB 하단 + RSI 과매도,1.0000000000000075
2023-11-18 22:15:00,36524.4,2023-11-19 18:45:00,36889.644,TP,conservative,BB 하단 + RSI 과매도,0.9999999999999966
2023-11-19 19:45:00,36964.8,2023-11-20 17:45:00,37704.096000000005,TP,aggressive,BB 상단 돌파 + RSI 강세,2.0000000000000058
2023-11-22 00:00:00,36000.3,2023-11-22 06:30:00,36540.3045,TP,momentum,BB 찢고 큰 양봉,1.4999999999999873
2023-11-22 09:30:00,36699.6,2023-11-22 14:45:00,36332.604,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999978
2023-11-22 15:15:00,36544.0,2023-11-22 18:15:00,37092.159999999996,TP,momentum,BB 찢고 큰 양봉,1.4999999999999898
2023-11-23 08:15:00,37453.3,2023-11-23 15:15:00,37078.767,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.0000000000000082
2023-11-23 16:00:00,37131.2,2023-11-24 09:30:00,37688.16799999999,TP,momentum,BB 찢고 큰 양봉,1.4999999999999827
2023-11-24 10:15:00,37737.2,2023-11-25 10:15:00,37699.2,Time Stop,aggressive,BB 상단 돌파 + RSI 강세,-0.10069639506905653
2023-11-25 16:00:00,37759.0,2023-11-26 12:15:00,37381.409999999996,SL,aggressive,BB 상단 돌파 + RSI 강세,-1.00000000000001
2023-11-26 20:45:00,37611.7,2023-11-27 02:45:00,37235.583,SL,aggressive,BB 상단 돌파 + RSI 강세,-0.9999999999999957
