type,trendline_H1,trendline_H2,trendline_H3,breakout_time,breakout_price,breakout_pct,trendline_L1,trendline_L2,trendline_L3
하락추세선 돌파 (상승),6767.0,6751.0,6675.5,2020-03-26 20:00:00,6725.0,0.7415174893266422,,,
하락추세선 돌파 (상승),6751.0,6675.5,6675.0,2020-03-26 20:00:00,6725.0,0.7490636704119851,,,
하락추세선 돌파 (상승),6680.0,6300.0,6268.0,2020-03-28 20:00:00,6271.0,0.047862156987874924,,,
하락추세선 돌파 (상승),6490.0,6372.0,6333.0,2020-04-01 20:45:00,6373.5,0.63950734249171,,,
하락추세선 돌파 (상승),7044.0,6810.0,6801.5,2020-04-04 09:45:00,6859.5,0.8527530691759171,,,
하락추세선 돌파 (상승),6810.0,6801.5,6764.5,2020-04-04 08:45:00,6775.0,0.1552221154556878,,,
하락추세선 돌파 (상승),7012.0,6889.0,6820.0,2020-04-05 17:45:00,6848.0,0.41055718475073316,,,
하락추세선 돌파 (상승),7155.0,7079.5,7060.5,2020-04-16 19:45:00,7091.5,0.4390623893491962,,,
하락추세선 돌파 (상승),7188.0,7119.5,7083.0,2020-04-17 23:15:00,7138.5,0.7835662854722576,,,
하락추세선 돌파 (상승),7289.0,7238.0,7161.0,2020-04-19 21:45:00,7195.0,0.47479402318111996,,,
하락추세선 돌파 (상승),6909.0,6894.0,6872.5,2020-04-21 17:45:00,6937.0,0.9385230993088396,,,
하락추세선 돌파 (상승),6937.0,6906.5,6879.0,2020-04-22 05:30:00,6885.0,0.08722197993894462,,,
하락추세선 돌파 (상승),7743.5,7611.0,7548.0,2020-04-24 07:30:00,7572.5,0.32458929517753043,,,
하락추세선 돌파 (상승),7608.5,7544.5,7542.0,2020-04-25 05:15:00,7544.0,0.026518164942985947,,,
하락추세선 돌파 (상승),7702.5,7698.5,7656.5,2020-04-26 23:15:00,7659.0,0.03265199503689675,,,
하락추세선 돌파 (상승),7791.5,7736.0,7722.5,2020-04-27 21:15:00,7733.5,0.14244091939138878,,,
하락추세선 돌파 (상승),7778.0,7760.0,7739.0,2020-04-28 22:45:00,7756.5,0.22612740664168496,,,
하락추세선 돌파 (상승),9458.0,8881.0,8834.0,2020-05-01 09:45:00,8855.0,0.2377179080824089,,,
하락추세선 돌파 (상승),9138.5,8956.5,8715.0,2020-05-04 12:15:00,8721.0,0.06884681583476765,,,
하락추세선 돌파 (상승),9105.5,8951.0,8930.0,2020-05-05 20:15:00,8957.0,0.3023516237402016,,,
하락추세선 돌파 (상승),9795.0,8898.5,8778.0,2020-05-10 22:45:00,8795.0,0.19366598313966735,,,
하락추세선 돌파 (상승),9158.5,8802.0,8777.0,2020-05-12 09:00:00,8830.5,0.6095476814401276,,,
하락추세선 돌파 (상승),9612.0,9530.0,9484.5,2020-05-16 04:45:00,9497.0,0.13179397965100956,,,
하락추세선 돌파 (상승),9529.5,9161.0,9112.0,2020-05-22 10:00:00,9185.5,0.8066286215978928,,,
하락추세선 돌파 (상승),9308.5,9262.5,9214.5,2020-05-23 20:30:00,9237.5,0.24960659829616366,,,
하락추세선 돌파 (상승),9295.0,9077.0,8876.5,2020-05-25 17:30:00,8888.5,0.13518841885878444,,,
하락추세선 돌파 (상승),9077.0,8876.5,8856.0,2020-05-25 17:30:00,8888.5,0.3669828364950316,,,
하락추세선 돌파 (상승),9478.0,9452.5,9447.5,2020-05-30 04:15:00,9496.0,0.5133633236305901,,,
하락추세선 돌파 (상승),9599.0,9579.0,9569.0,2020-05-30 22:15:00,9570.0,0.010450412791305257,,,
하락추세선 돌파 (상승),9633.5,9610.0,9574.0,2020-06-01 12:30:00,9587.5,0.1410068936703572,,,
하락추세선 돌파 (상승),9693.5,9685.0,9660.5,2020-06-04 12:15:00,9685.5,0.2587857771336887,,,
하락추세선 돌파 (상승),9851.5,9753.5,9644.0,2020-06-06 09:00:00,9683.0,0.40439651596847787,,,
하락추세선 돌파 (상승),9730.0,9715.5,9701.0,2020-06-07 04:00:00,9710.0,0.09277394083084219,,,
하락추세선 돌파 (상승),9807.5,9776.0,9751.0,2020-06-08 09:15:00,9799.0,0.49225720438929343,,,
하락추세선 돌파 (상승),9810.0,9780.0,9770.0,2020-06-10 16:45:00,9776.5,0.06653019447287616,,,
하락추세선 돌파 (상승),9550.0,9464.0,9461.5,2020-06-13 19:30:00,9494.0,0.34349733128996457,,,
하락추세선 돌파 (상승),9437.5,9411.0,9167.5,2020-06-15 13:45:00,9192.0,0.26724843196073084,,,
하락추세선 돌파 (상승),9419.0,9355.0,9346.5,2020-06-20 11:15:00,9380.0,0.35842293906810035,,,
하락추세선 돌파 (상승),9252.0,9233.5,9185.0,2020-06-27 06:30:00,9194.0,0.0979858464888405,,,
하락추세선 돌파 (상승),9185.0,9184.0,9083.0,2020-06-28 14:00:00,9154.5,0.7871848508202136,,,
하락추세선 돌파 (상승),9190.0,9146.5,9129.5,2020-06-29 09:30:00,9134.5,0.05476751191193384,,,
하락추세선 돌파 (상승),9234.0,9205.0,9171.5,2020-06-30 14:45:00,9179.5,0.08722673499427575,,,
하락추세선 돌파 (상승),9185.0,9168.0,9159.5,2020-07-01 08:15:00,9171.0,0.12555270484196737,,,
하락추세선 돌파 (상승),9289.0,9260.0,9219.0,2020-07-02 12:30:00,9233.5,0.15728387026792495,,,
하락추세선 돌파 (상승),9100.0,9093.0,9080.0,2020-07-04 17:30:00,9174.5,1.0407488986784141,,,
하락추세선 돌파 (상승),9185.5,9143.5,9065.0,2020-07-05 22:45:00,9095.0,0.3309431880860452,,,
하락추세선 돌파 (상승),9349.0,9286.5,9278.0,2020-07-08 02:00:00,9301.5,0.2532873464108644,,,
하락추세선 돌파 (상승),9466.5,9462.5,9413.5,2020-07-09 12:45:00,9425.5,0.12747649652095394,,,
하락추세선 돌파 (상승),9148.0,9141.0,9125.0,2020-07-17 11:45:00,9132.0,0.07671232876712328,,,
하락추세선 돌파 (상승),9180.0,9168.0,9160.0,2020-07-18 09:00:00,9214.0,0.5895196506550219,,,
하락추세선 돌파 (상승),9168.0,9160.0,9141.5,2020-07-18 08:45:00,9157.0,0.16955641853087566,,,
하락추세선 돌파 (상승),9437.0,9379.0,9350.0,2020-07-22 11:45:00,9351.0,0.0106951871657754,,,
하락추세선 돌파 (상승),9630.0,9615.5,9600.0,2020-07-25 16:45:00,9632.0,0.33333333333333337,,,
하락추세선 돌파 (상승),11393.0,11185.0,11001.0,2020-07-29 06:00:00,11046.5,0.4135987637487501,,,
하락추세선 돌파 (상승),12113.5,11282.0,11207.0,2020-08-03 06:30:00,11242.0,0.3123048094940662,,,
하락추세선 돌파 (상승),11418.0,11312.0,11236.5,2020-08-04 17:45:00,11259.0,0.2002402883460152,,,
하락추세선 돌파 (상승),11916.5,11847.0,11658.0,2020-08-08 09:30:00,11719.0,0.5232458397666838,,,
하락추세선 돌파 (상승),11847.0,11658.0,11618.5,2020-08-08 09:00:00,11647.5,0.24960192795971942,,,
하락추세선 돌파 (상승),11965.0,11934.5,11426.5,2020-08-12 07:45:00,11479.0,0.45945827681267226,,,
하락추세선 돌파 (상승),11981.0,11937.5,11911.0,2020-08-15 21:15:00,11945.0,0.28545042397783565,,,
하락추세선 돌파 (상승),11981.5,11936.0,11900.0,2020-08-16 22:45:00,11912.0,0.10084033613445378,,,
하락추세선 돌파 (상승),12424.5,12310.0,12056.5,2020-08-18 21:00:00,12081.0,0.20320988678306307,,,
하락추세선 돌파 (상승),11922.5,11820.0,11790.0,2020-08-20 09:45:00,11808.5,0.15691263782866835,,,
하락추세선 돌파 (상승),11874.5,11767.5,11623.0,2020-08-22 14:45:00,11635.0,0.1032435687860277,,,
하락추세선 돌파 (상승),11789.0,11661.0,11389.0,2020-08-26 02:45:00,11398.5,0.08341382035297217,,,
하락추세선 돌파 (상승),12066.0,12057.0,11409.0,2020-09-02 22:15:00,11411.5,0.021912525199403978,,,
하락추세선 돌파 (상승),11465.0,10791.0,10327.0,2020-09-04 08:00:00,10422.0,0.919918659823763,,,
하락추세선 돌파 (상승),10491.0,10342.5,10217.0,2020-09-06 07:45:00,10257.5,0.3963981599295292,,,
하락추세선 돌파 (상승),10348.5,10307.5,10237.0,2020-09-07 22:30:00,10385.0,1.4457360554850054,,,
하락추세선 돌파 (상승),10307.5,10237.0,10222.0,2020-09-07 22:30:00,10385.0,1.5945998826061438,,,
하락추세선 돌파 (상승),10440.5,10340.0,10167.5,2020-09-08 22:30:00,10220.0,0.5163511187607573,,,
하락추세선 돌파 (상승),10485.5,10371.5,10335.0,2020-09-11 16:30:00,10340.0,0.04837929366231253,,,
하락추세선 돌파 (상승),10393.0,10370.5,10353.0,2020-09-12 14:30:00,10354.5,0.014488554042306579,,,
하락추세선 돌파 (상승),10572.5,10553.5,10370.0,2020-09-14 07:15:00,10374.0,0.03857280617164899,,,
하락추세선 돌파 (상승),11035.0,10923.0,10864.0,2020-09-17 18:00:00,10902.0,0.349779086892489,,,
하락추세선 돌파 (상승),10962.5,10949.0,10928.0,2020-09-18 06:30:00,10939.0,0.10065885797950219,,,
하락추세선 돌파 (상승),11168.0,11100.5,11074.5,2020-09-19 23:45:00,11075.0,0.004514876518127229,,,
하락추세선 돌파 (상승),11075.0,10984.0,10888.0,2020-09-20 23:00:00,10918.5,0.2801249081557678,,,
하락추세선 돌파 (상승),10977.0,10530.0,10495.0,2020-09-22 11:30:00,10500.0,0.04764173415912339,,,
하락추세선 돌파 (상승),10572.0,10523.5,10336.0,2020-09-24 07:45:00,10348.0,0.11609907120743033,,,
하락추세선 돌파 (상승),10787.5,10695.5,10680.5,2020-09-25 17:30:00,10719.0,0.36047001544871493,,,
하락추세선 돌파 (상승),10909.5,10887.0,10627.5,2020-10-02 03:45:00,10638.5,0.103505057633498,,,
하락추세선 돌파 (상승),10595.0,10582.0,10555.5,2020-10-03 11:15:00,10556.5,0.00947373407228459,,,
하락추세선 돌파 (상승),10582.0,10555.5,10554.0,2020-10-03 11:15:00,10556.5,0.023687701345461436,,,
하락추세선 돌파 (상승),10781.5,10749.0,10617.5,2020-10-07 06:15:00,10622.0,0.042382858488344714,,,
하락추세선 돌파 (상승),10945.0,10924.5,10894.0,2020-10-09 10:15:00,10894.5,0.004589682393978336,,,
하락추세선 돌파 (상승),11092.0,11085.0,11080.5,2020-10-10 02:00:00,11414.5,3.014304408645819,,,
하락추세선 돌파 (상승),11549.5,11428.0,11419.0,2020-10-15 16:15:00,11474.0,0.4816533847096943,,,
하락추세선 돌파 (상승),13195.5,13002.0,12996.0,2020-10-23 10:00:00,13012.5,0.12696214219759927,,,
하락추세선 돌파 (상승),14120.0,13875.0,13793.5,2020-11-01 14:00:00,13832.5,0.2827418711712038,,,
하락추세선 돌파 (상승),13818.5,13741.0,13539.0,2020-11-02 20:00:00,13576.5,0.27697762020828715,,,
하락추세선 돌파 (상승),13691.5,13625.5,13585.5,2020-11-03 13:15:00,13671.0,0.6293474660483603,,,
하락추세선 돌파 (상승),15757.5,15582.0,15120.5,2020-11-08 10:45:00,15175.5,0.36374458516583447,,,
하락추세선 돌파 (상승),15582.0,15120.5,15077.0,2020-11-08 10:30:00,15100.0,0.15255024209060158,,,
하락추세선 돌파 (상승),15848.0,15477.5,15428.0,2020-11-10 05:15:00,15446.5,0.11991184858698471,,,
하락추세선 돌파 (상승),16355.5,16197.0,16038.0,2020-11-14 23:00:00,16106.5,0.4271106122957975,,,
하락추세선 돌파 (상승),16149.5,16094.0,16023.0,2020-11-16 03:45:00,16030.0,0.043687199650502405,,,
하락추세선 돌파 (상승),16872.0,16820.0,16787.5,2020-11-17 11:15:00,16935.0,0.8786299329858525,,,
하락추세선 돌파 (상승),18804.0,18714.0,18494.0,2020-11-24 01:15:00,18540.0,0.24872931761652428,,,
하락추세선 돌파 (상승),19124.0,17417.0,17283.0,2020-11-27 00:30:00,17290.0,0.04050222762251924,,,
하락추세선 돌파 (상승),17455.0,17337.5,17068.0,2020-11-27 20:30:00,17100.0,0.1874853527068198,,,
하락추세선 돌파 (상승),19470.5,19218.0,18962.5,2020-12-02 07:00:00,18988.0,0.13447593935398813,,,
하락추세선 돌파 (상승),19342.0,19259.5,19095.0,2020-12-06 14:30:00,19103.5,0.04451427075150563,,,
하락추세선 돌파 (상승),19399.0,19262.0,19235.0,2020-12-08 05:45:00,19306.0,0.3691187938653496,,,
하락추세선 돌파 (상승),18967.0,18931.0,18504.0,2020-12-09 21:45:00,18543.0,0.21076523994811933,,,
하락추세선 돌파 (상승),18425.5,18034.0,17983.0,2020-12-11 14:00:00,18019.5,0.20296947116721348,,,
하락추세선 돌파 (상승),19395.5,19339.5,19258.5,2020-12-14 15:00:00,19306.5,0.2492405950619207,,,
하락추세선 돌파 (상승),23893.0,23729.0,23266.5,2020-12-18 08:30:00,23309.0,0.18266606494315862,,,
하락추세선 돌파 (상승),24278.0,24093.0,23795.5,2020-12-20 15:45:00,23931.0,0.5694353974490975,,,
하락추세선 돌파 (상승),23300.0,23238.5,23070.0,2020-12-22 11:45:00,23152.5,0.3576072821846554,,,
하락추세선 돌파 (상승),23677.5,23487.0,23423.0,2020-12-24 17:30:00,23464.5,0.1771762797250566,,,
하락추세선 돌파 (상승),28468.0,27820.5,27304.5,2020-12-28 01:15:00,27321.5,0.062260799501913607,,,
하락추세선 돌파 (상승),27514.0,27154.0,27108.0,2020-12-29 21:00:00,27233.5,0.4629629629629629,,,
하락추세선 돌파 (상승),33915.0,33616.5,32139.5,2021-01-05 00:00:00,32509.5,1.1512313508299756,,,
하락추세선 돌파 (상승),33616.5,32139.5,31887.0,2021-01-04 23:30:00,31963.5,0.23990968106124755,,,
하락추세선 돌파 (상승),39002.0,36350.0,35562.0,2021-01-12 05:45:00,35895.0,0.936392778808841,,,
하락추세선 돌파 (상승),36672.0,35527.5,35049.0,2021-01-13 07:45:00,35203.0,0.43938486119432796,,,
하락추세선 돌파 (상승),35527.5,35049.0,34395.0,2021-01-13 07:15:00,34727.0,0.9652565779909871,,,
하락추세선 돌파 (상승),39763.0,38794.0,37626.5,2021-01-16 09:00:00,37698.0,0.19002564681806705,,,
하락추세선 돌파 (상승),37761.0,36733.5,35516.5,2021-01-17 15:15:00,35800.0,0.7982205453803163,,,
하락추세선 돌파 (상승),36789.5,35919.0,35118.5,2021-01-20 18:45:00,35235.5,0.33315773737488785,,,
하락추세선 돌파 (상승),34980.0,32729.5,32030.0,2021-01-22 13:15:00,32287.5,0.8039338120512021,,,
하락추세선 돌파 (상승),33777.0,33445.0,32530.0,2021-01-24 04:00:00,32581.0,0.1567783584383646,,,
하락추세선 돌파 (상승),32837.5,32444.0,32386.5,2021-01-26 22:45:00,32736.0,1.0791533509332591,,,
하락추세선 돌파 (상승),38632.0,35300.0,34430.0,2021-01-30 15:45:00,34490.0,0.17426662794074935,,,
하락추세선 돌파 (상승),40569.0,39727.0,39124.0,2021-02-08 06:15:00,39223.0,0.25304161128718944,,,
하락추세선 돌파 (상승),47537.0,47444.0,45259.5,2021-02-10 23:30:00,45335.0,0.16681580662623316,,,
하락추세선 돌파 (상승),49179.5,48222.0,48010.0,2021-02-12 21:30:00,48169.0,0.3311810039575089,,,
하락추세선 돌파 (상승),49834.0,49394.0,48784.0,2021-02-15 20:15:00,48795.0,0.022548376516890786,,,
하락추세선 돌파 (상승),57667.0,57540.5,56937.0,2021-02-21 10:00:00,57377.0,0.7727839541949875,,,
하락추세선 돌파 (상승),58399.0,56676.0,53835.0,2021-02-22 20:00:00,54277.0,0.8210272127797902,,,
하락추세선 돌파 (상승),51382.0,51300.0,50120.0,2021-02-25 00:15:00,50401.5,0.5616520351157223,,,
하락추세선 돌파 (상승),47862.0,47592.5,46781.5,2021-03-01 08:15:00,47056.5,0.5878392099441019,,,
하락추세선 돌파 (상승),52622.0,51636.5,51340.0,2021-03-04 01:00:00,51450.0,0.21425788858589795,,,
하락추세선 돌파 (상승),50598.0,48710.0,47500.0,2021-03-05 12:00:00,47853.0,0.7431578947368421,,,
하락추세선 돌파 (상승),56953.5,56378.0,56076.0,2021-03-16 20:00:00,56337.0,0.46543976032527284,,,
하락추세선 돌파 (상승),57199.0,56300.0,55411.5,2021-03-17 16:15:00,55602.5,0.34469379100006314,,,
하락추세선 돌파 (상승),59900.0,59533.0,57509.0,2021-03-21 19:00:00,57669.0,0.27821732250604253,,,
하락추세선 돌파 (상승),53261.0,53123.5,52673.5,2021-03-26 03:45:00,52704.5,0.05885312348714249,,,
하락추세선 돌파 (상승),56511.0,56494.5,55882.0,2021-03-29 07:15:00,56100.0,0.3901077269961705,,,
하락추세선 돌파 (상승),58450.0,58360.5,57958.5,2021-03-30 06:45:00,58337.0,0.6530534779195459,,,
하락추세선 돌파 (상승),59442.0,59183.5,59050.0,2021-03-31 06:15:00,59470.0,0.7112616426756985,,,
하락추세선 돌파 (상승),59667.0,59600.0,59356.0,2021-04-01 08:15:00,59496.0,0.2358649504683604,,,
하락추세선 돌파 (상승),59496.0,59229.0,59067.5,2021-04-01 23:00:00,59075.0,0.012697337791509715,,,
하락추세선 돌파 (상승),59767.0,59697.0,59461.5,2021-04-03 04:45:00,59479.0,0.02943080816999235,,,
하락추세선 돌파 (상승),59863.0,59522.5,57728.0,2021-04-04 10:00:00,57772.5,0.07708564301552107,,,
하락추세선 돌파 (상승),59136.0,58321.5,58221.0,2021-04-07 05:45:00,58280.0,0.10133800518713179,,,
하락추세선 돌파 (상승),58620.0,56899.0,56525.0,2021-04-08 01:15:00,56639.0,0.20168067226890757,,,
하락추세선 돌파 (상승),61324.0,60610.0,60274.5,2021-04-13 00:00:00,60364.0,0.14848733709943673,,,
하락추세선 돌파 (상승),64900.0,63860.5,63379.0,2021-04-15 04:15:00,63437.0,0.09151296170655895,,,
하락추세선 돌파 (상승),61022.5,56442.0,55947.0,2021-04-18 20:00:00,56012.0,0.11618138595456415,,,
하락추세선 돌파 (상승),57310.5,56539.0,55412.0,2021-04-20 09:15:00,55430.0,0.032483938497076446,,,
하락추세선 돌파 (상승),55444.0,55147.5,50240.5,2021-04-23 18:15:00,50415.5,0.3483245588718265,,,
하락추세선 돌파 (상승),51138.0,50597.0,49763.5,2021-04-24 15:30:00,50134.0,0.7445215871070162,,,
하락추세선 돌파 (상승),56457.0,55178.0,54487.5,2021-04-29 09:15:00,54640.0,0.27988070658407893,,,
하락추세선 돌파 (상승),57733.0,57300.0,57000.0,2021-05-02 20:45:00,57019.0,0.03333333333333333,,,
하락추세선 돌파 (상승),57478.5,56635.5,54850.5,2021-05-05 00:45:00,54911.0,0.11029981495155013,,,
하락추세선 돌파 (상승),57865.0,57650.0,57627.5,2021-05-06 10:00:00,58061.0,0.7522450219079433,,,
하락추세선 돌파 (상승),59526.0,59274.0,57909.5,2021-05-09 20:30:00,57915.0,0.009497578117580016,,,
하락추세선 돌파 (상승),58680.0,56400.0,56201.0,2021-05-11 16:00:00,56546.0,0.6138680806391346,,,
하락추세선 돌파 (상승),51318.5,50866.0,50380.0,2021-05-14 08:00:00,50440.0,0.11909487892020643,,,
하락추세선 돌파 (상승),50688.0,49575.0,48758.0,2021-05-16 04:00:00,48792.0,0.06973214651954551,,,
하락추세선 돌파 (상승),46629.0,45788.0,44939.0,2021-05-18 01:00:00,45050.0,0.2470014909099001,,,
하락추세선 돌파 (상승),40790.0,40555.0,40192.0,2021-05-20 06:00:00,40223.0,0.0771297770700637,,,
하락추세선 돌파 (상승),42400.0,42215.0,40763.5,2021-05-21 09:30:00,41155.0,0.9604180210237099,,,
하락추세선 돌파 (상승),38328.5,38230.0,35675.5,2021-05-24 03:15:00,35889.0,0.5984499166094379,,,
하락추세선 돌파 (상승),39800.0,39184.0,38480.0,2021-05-25 22:45:00,38728.5,0.6457900207900208,,,
하락추세선 돌파 (상승),39150.0,37238.5,36562.0,2021-05-29 03:15:00,36753.0,0.5224003063289754,,,
하락추세선 돌파 (상승),37433.0,37387.0,36858.0,2021-06-02 05:45:00,36910.5,0.14243854794074556,,,
하락추세선 돌파 (상승),37867.0,36420.0,36243.0,2021-06-06 06:00:00,36447.0,0.5628673123085838,,,
하락추세선 돌파 (상승),36784.0,33324.5,33200.0,2021-06-08 20:15:00,33250.0,0.15060240963855423,,,
하락추세선 돌파 (상승),38440.5,38175.0,37240.0,2021-06-11 05:00:00,37308.5,0.1839419978517723,,,
하락추세선 돌파 (상승),37656.5,37459.0,35550.0,2021-06-12 10:30:00,35815.0,0.7454289732770746,,,
하락추세선 돌파 (상승),36180.0,36072.0,35875.0,2021-06-13 10:15:00,35928.5,0.14912891986062718,,,
하락추세선 돌파 (상승),40832.0,40576.0,40434.0,2021-06-15 17:45:00,40768.5,0.827274076272444,,,
하락추세선 돌파 (상승),38006.0,36270.0,35911.0,2021-06-19 11:30:00,35961.0,0.13923310406282197,,,
하락추세선 돌파 (상승),33529.0,33189.0,32898.0,2021-06-22 01:15:00,32985.0,0.2644537661863943,,,
하락추세선 돌파 (상승),35466.0,32482.0,32182.0,2021-06-26 03:30:00,32243.0,0.18954695171213723,,,
하락추세선 돌파 (상승),32700.0,31975.0,31888.0,2021-06-26 23:00:00,31983.0,0.2979177119919719,,,
하락추세선 돌파 (상승),35223.0,34981.0,34794.0,2021-06-29 00:30:00,35142.5,1.0016094728976261,,,
하락추세선 돌파 (상승),36573.0,35320.0,34986.5,2021-06-30 20:00:00,35050.5,0.18292770068454975,,,
하락추세선 돌파 (상승),34450.0,33800.5,33623.0,2021-07-02 00:00:00,33924.0,0.8952205335633348,,,
하락추세선 돌파 (상승),35940.0,34539.0,33722.0,2021-07-05 18:00:00,33945.0,0.6612893659925272,,,
하락추세선 돌파 (상승),35061.5,34466.0,34155.0,2021-07-06 23:15:00,34162.0,0.020494803103498757,,,
하락추세선 돌파 (상승),34767.0,33478.0,32945.0,2021-07-08 17:00:00,32976.0,0.09409622097435119,,,
하락추세선 돌파 (상승),34150.5,33785.0,33619.0,2021-07-11 08:15:00,33710.0,0.2706802700853684,,,
하락추세선 돌파 (상승),34457.0,33376.5,33283.0,2021-07-13 07:15:00,33306.0,0.06910434756482288,,,
하락추세선 돌파 (상승),33376.5,33283.0,33190.0,2021-07-13 07:00:00,33270.0,0.24103645676408555,,,
하락추세선 돌파 (상승),32925.5,32797.0,32676.0,2021-07-14 13:00:00,32817.0,0.4315093646713184,,,
하락추세선 돌파 (상승),32200.0,31914.0,31832.0,2021-07-17 19:15:00,31851.5,0.06125911032922844,,,
하락추세선 돌파 (상승),31849.0,31032.0,29842.5,2021-07-20 15:15:00,29880.0,0.12565971349585323,,,
하락추세선 돌파 (상승),29947.0,29940.5,29860.0,2021-07-21 04:00:00,29925.5,0.21935699933020764,,,
하락추세선 돌파 (상승),32840.0,32344.0,32261.0,2021-07-22 15:00:00,32295.0,0.10539040947273798,,,
하락추세선 돌파 (상승),39952.5,39299.0,38877.0,2021-07-26 16:15:00,39322.5,1.1459217532216992,,,
하락추세선 돌파 (상승),40874.0,40653.0,40278.0,2021-07-29 09:30:00,40397.0,0.2954466458116093,,,
하락추세선 돌파 (상승),40653.0,40278.0,40240.0,2021-07-29 09:30:00,40397.0,0.39015904572564614,,,
하락추세선 돌파 (상승),40378.5,39880.0,39208.0,2021-07-30 19:15:00,39350.0,0.36217098551316057,,,
하락추세선 돌파 (상승),42421.5,41985.0,41686.0,2021-07-31 20:30:00,42091.0,0.9715492011706569,,,
하락추세선 돌파 (상승),39780.0,38800.0,38688.5,2021-08-03 23:00:00,38700.0,0.029724595163937606,,,
하락추세선 돌파 (상승),41346.5,41240.0,41041.5,2021-08-06 15:15:00,41720.0,1.653204683064703,,,
하락추세선 돌파 (상승),45189.5,44651.0,43726.5,2021-08-09 07:45:00,43816.0,0.20468137170823186,,,
하락추세선 돌파 (상승),46264.0,46120.0,45981.5,2021-08-11 02:00:00,45988.0,0.01413611996128878,,,
하락추세선 돌파 (상승),46645.0,45633.0,44560.0,2021-08-13 00:00:00,44675.5,0.25920107719928187,,,
하락추세선 돌파 (상승),47450.0,47382.0,46540.5,2021-08-15 20:30:00,46762.0,0.47592956672145764,,,
하락추세선 돌파 (상승),47720.0,46691.0,46630.0,2021-08-17 09:30:00,46840.0,0.4503538494531417,,,
하락추세선 돌파 (상승),47300.0,46223.0,45490.0,2021-08-18 10:00:00,45585.0,0.2088371070564959,,,
하락추세선 돌파 (상승),46000.0,45200.0,45000.0,2021-08-19 14:00:00,45288.0,0.64,,,
하락추세선 돌파 (상승),49800.0,49369.5,49250.0,2021-08-22 09:45:00,49260.0,0.02030456852791878,,,
하락추세선 돌파 (상승),49840.0,49820.0,48478.0,2021-08-25 05:45:00,48556.0,0.16089772680391107,,,
하락추세선 돌파 (상승),49820.0,48478.0,48322.0,2021-08-25 05:30:00,48355.0,0.06829187533628575,,,
하락추세선 돌파 (상승),50400.0,49885.0,49749.0,2021-09-03 08:45:00,50087.0,0.679410641419928,,,
하락추세선 돌파 (상승),51037.5,50552.0,50279.0,2021-09-05 02:30:00,50281.0,0.003977803854491935,,,
하락추세선 돌파 (상승),47330.0,46891.0,46541.0,2021-09-08 22:15:00,46690.0,0.32014782664747216,,,
하락추세선 돌파 (상승),46478.0,45850.0,45499.0,2021-09-11 10:00:00,45708.5,0.46044968021275196,,,
하락추세선 돌파 (상승),45850.0,45499.0,45466.5,2021-09-11 09:45:00,45479.5,0.02859248017771326,,,
하락추세선 돌파 (상승),46900.0,45518.0,45365.0,2021-09-14 06:30:00,45747.0,0.8420588559462141,,,
하락추세선 돌파 (상승),48435.0,48222.0,48064.0,2021-09-17 04:45:00,48100.0,0.07490013315579228,,,
하락추세선 돌파 (상승),48350.5,48300.5,47744.0,2021-09-19 18:30:00,47787.0,0.09006367292225201,,,
하락추세선 돌파 (상승),45277.0,44254.5,43060.0,2021-09-21 07:30:00,43318.0,0.5991639572689271,,,
하락추세선 돌파 (상승),43600.0,43322.0,42370.0,2021-09-22 07:00:00,42433.0,0.14869011092754308,,,
하락추세선 돌파 (상승),42730.0,42590.5,41988.0,2021-09-29 03:45:00,42250.0,0.6239878060398208,,,
하락추세선 돌파 (상승),48440.0,47889.0,47866.0,2021-10-02 13:45:00,48315.0,0.9380353486817365,,,
하락추세선 돌파 (상승),48315.0,48261.0,48055.0,2021-10-03 12:45:00,48120.0,0.13526167932577257,,,
하락추세선 돌파 (상승),49357.0,48336.0,47830.0,2021-10-04 08:00:00,47960.5,0.27284131298348313,,,
하락추세선 돌파 (상승),55260.5,54747.0,54648.0,2021-10-08 07:45:00,55000.0,0.644122383252818,,,
하락추세선 돌파 (상승),54747.0,54648.0,54436.5,2021-10-08 07:00:00,54450.0,0.024799537075307927,,,
하락추세선 돌파 (상승),56145.0,55950.0,55582.0,2021-10-10 20:00:00,55890.0,0.5541362311539707,,,
하락추세선 돌파 (상승),58653.0,58200.0,57859.0,2021-10-14 18:45:00,58135.0,0.4770217252285729,,,
하락추세선 돌파 (상승),62419.5,61843.5,61410.0,2021-10-17 01:30:00,61500.0,0.14655593551538837,,,
하락추세선 돌파 (상승),61500.0,61492.5,61104.5,2021-10-17 22:00:00,61300.0,0.3199437030005973,,,
하락추세선 돌파 (상승),67210.0,66790.0,66272.0,2021-10-21 09:00:00,66581.5,0.4670147271849348,,,
하락추세선 돌파 (상승),66726.0,63550.0,63396.5,2021-10-22 08:00:00,63538.5,0.22398712862697467,,,
하락추세선 돌파 (상승),63774.0,63700.0,61271.0,2021-10-23 03:45:00,61279.5,0.013872794633676617,,,
하락추세선 돌파 (상승),61670.0,61521.0,61311.5,2021-10-24 09:15:00,61333.0,0.035066830855549125,,,
하락추세선 돌파 (상승),62808.5,61520.0,59479.0,2021-10-27 20:00:00,59684.0,0.3446594596412179,,,
하락추세선 돌파 (상승),62715.5,62277.5,61958.0,2021-10-31 00:00:00,62354.0,0.6391426450175925,,,
