type,trendline_H1,trendline_H2,trendline_H3,breakout_time,breakout_price,breakout_pct,trendline_L1,trendline_L2,trendline_L3
하락추세선 돌파 (상승),62277.5,61958.0,60991.0,2021-10-31 20:15:00,61022.5,0.05164696430620911,,,
하락추세선 돌파 (상승),62899.0,62392.5,61580.0,2021-11-05 01:45:00,61841.0,0.4238389087366028,,,
하락추세선 돌파 (상승),61961.0,61468.5,61400.0,2021-11-06 05:30:00,61536.0,0.22149837133550487,,,
하락추세선 돌파 (상승),68165.5,67822.0,67180.5,2021-11-10 13:30:00,67799.5,0.9213983224298717,,,
하락추세선 돌파 (상승),65594.0,65495.0,65330.5,2021-11-12 01:45:00,65400.0,0.10638216453264554,,,
하락추세선 돌파 (상승),64595.5,64444.5,64200.0,2021-11-13 14:00:00,64238.0,0.059190031152647975,,,
하락추세선 돌파 (상승),65375.0,65200.0,64800.0,2021-11-14 22:30:00,64859.5,0.09182098765432099,,,
하락추세선 돌파 (상승),65200.0,64800.0,64450.0,2021-11-14 21:30:00,64475.5,0.0395655546935609,,,
하락추세선 돌파 (상승),61428.0,61159.5,60155.0,2021-11-17 10:45:00,60600.0,0.7397556312858449,,,
하락추세선 돌파 (상승),59975.0,58470.0,57509.0,2021-11-19 13:15:00,57559.0,0.0869429132831383,,,
하락추세선 돌파 (상승),58968.0,58844.0,58839.0,2021-11-20 18:15:00,59546.5,1.2024337599211408,,,
하락추세선 돌파 (상승),60047.5,59693.5,57865.0,2021-11-22 12:30:00,58049.5,0.3188455888706472,,,
하락추세선 돌파 (상승),57902.0,57472.0,56921.0,2021-11-24 15:45:00,57193.0,0.47785527309780224,,,
하락추세선 돌파 (상승),59337.0,54881.5,54650.0,2021-11-27 08:00:00,55089.0,0.8032936870997255,,,
하락추세선 돌파 (상승),54881.5,54650.0,54611.5,2021-11-27 08:00:00,55089.0,0.8743579648975033,,,
하락추세선 돌파 (상승),55218.5,55075.0,54975.0,2021-11-28 20:30:00,55153.0,0.32378353797180537,,,
하락추세선 돌파 (상승),58250.0,57674.5,57522.5,2021-11-29 17:00:00,57964.0,0.7675257507931679,,,
하락추세선 돌파 (상승),58871.5,58444.0,57480.0,2021-11-30 11:30:00,57736.0,0.4453723034098817,,,
하락추세선 돌파 (상승),59200.0,58414.0,57697.5,2021-12-01 08:15:00,57749.5,0.09012522206334762,,,
하락추세선 돌파 (상승),59073.0,57390.5,57200.0,2021-12-02 15:00:00,57375.0,0.30594405594405594,,,
하락추세선 돌파 (상승),57375.0,57200.0,57066.5,2021-12-03 10:00:00,57371.0,0.5335880069743194,,,
하락추세선 돌파 (상승),49631.5,49622.0,49351.0,2021-12-05 23:00:00,49481.5,0.26443233166501184,,,
하락추세선 돌파 (상승),51923.5,50788.5,50662.0,2021-12-08 14:45:00,51092.5,0.8497493190162252,,,
하락추세선 돌파 (상승),50388.5,49669.0,48800.0,2021-12-10 12:00:00,49222.0,0.8647540983606558,,,
하락추세선 돌파 (상승),50149.5,48550.0,48475.0,2021-12-11 03:15:00,48684.0,0.43115007735946365,,,
하락추세선 돌파 (상승),48976.5,47297.5,47150.0,2021-12-14 08:00:00,47250.0,0.2120890774125133,,,
하락추세선 돌파 (상승),48826.5,48747.0,48417.5,2021-12-15 08:15:00,48549.5,0.27262869830123404,,,
하락추세선 돌파 (상승),49504.5,49286.5,49083.5,2021-12-16 10:00:00,49190.5,0.21799586419061395,,,
하락추세선 돌파 (상승),47982.5,47952.5,47342.5,2021-12-17 16:15:00,47411.0,0.14469028885251095,,,
하락추세선 돌파 (상승),47450.0,47185.0,46907.0,2021-12-18 10:00:00,46925.0,0.03837380348348861,,,
하락추세선 돌파 (상승),47321.5,47202.5,47098.5,2021-12-19 02:45:00,47149.0,0.10722209836831322,,,
하락추세선 돌파 (상승),49318.0,49299.0,48863.5,2021-12-21 21:30:00,49175.0,0.6374901511353055,,,
하락추세선 돌파 (상승),51069.0,51040.5,50888.0,2021-12-25 18:15:00,50970.0,0.16113818581983966,,,
하락추세선 돌파 (상승),51149.0,51081.5,50173.5,2021-12-26 15:15:00,50260.5,0.17339830787168525,,,
하락추세선 돌파 (상승),48118.0,48040.0,46924.5,2021-12-30 07:00:00,47150.0,0.4805591961555264,,,
하락추세선 돌파 (상승),48554.0,48136.5,46929.5,2022-01-01 05:15:00,47485.5,1.1847558571900403,,,
하락추세선 돌파 (상승),47915.5,47845.0,47552.0,2022-01-02 16:30:00,47704.0,0.319650067294751,,,
하락추세선 돌파 (상승),47845.0,47552.0,47436.5,2022-01-02 16:00:00,47452.0,0.032675260611554395,,,
하락추세선 돌파 (상승),48000.0,47477.5,47199.0,2022-01-03 10:00:00,47239.0,0.08474755821097905,,,
하락추세선 돌파 (상승),46826.5,43795.0,43220.0,2022-01-06 18:45:00,43437.0,0.5020823692734845,,,
하락추세선 돌파 (상승),42774.0,42404.5,42043.0,2022-01-08 00:45:00,42121.0,0.1855243441238732,,,
하락추세선 돌파 (상승),42771.0,42121.5,41972.0,2022-01-11 01:30:00,42073.5,0.2418278852568379,,,
하락추세선 돌파 (상승),43163.0,42938.5,42830.0,2022-01-12 09:15:00,42910.0,0.18678496381041326,,,
하락추세선 돌파 (상승),42395.5,42304.0,41890.0,2022-01-18 21:00:00,41968.0,0.18620195750775842,,,
하락추세선 돌파 (상승),39273.0,39034.0,35901.0,2022-01-22 13:15:00,36189.0,0.8022060666833792,,,
하락추세선 돌파 (상승),36189.0,35738.0,35498.0,2022-01-23 05:45:00,35551.5,0.1507127162093639,,,
하락추세선 돌파 (상승),38341.0,38230.0,38058.0,2022-01-30 23:00:00,38200.0,0.37311471963844656,,,
하락추세선 돌파 (상승),38771.0,38700.0,38631.0,2022-02-01 09:00:00,39097.0,1.2062851078149672,,,
하락추세선 돌파 (상승),38707.5,37641.0,37066.0,2022-02-03 16:00:00,37190.0,0.334538390978255,,,
하락추세선 돌파 (상승),41918.0,41696.0,41636.0,2022-02-05 14:45:00,41751.5,0.277404169468729,,,
하락추세선 돌파 (상승),41847.0,41730.0,41606.0,2022-02-06 07:45:00,41682.0,0.18266596164014806,,,
하락추세선 돌파 (상승),45500.0,44360.0,44000.0,2022-02-09 12:30:00,44280.0,0.6363636363636364,,,
하락추세선 돌파 (상승),43876.0,42483.5,42437.0,2022-02-12 16:30:00,42788.0,0.8271084195395527,,,
하락추세선 돌파 (상승),42750.0,42508.0,42399.0,2022-02-14 12:30:00,42440.0,0.09670039387721409,,,
하락추세선 돌파 (상승),43990.0,43348.0,40921.5,2022-02-18 08:45:00,40924.0,0.006109257969527021,,,
하락추세선 돌파 (상승),40924.0,40782.0,40330.0,2022-02-19 06:30:00,40450.0,0.29754525167369206,,,
하락추세선 돌파 (상승),40347.5,38599.0,38476.0,2022-02-20 22:45:00,38988.0,1.3306996569289946,,,
하락추세선 돌파 (상승),39480.0,39368.0,37250.0,2022-02-22 09:30:00,37303.0,0.14228187919463087,,,
하락추세선 돌파 (상승),40000.0,39000.0,38818.0,2022-02-25 10:00:00,38849.5,0.08114792106754598,,,
하락추세선 돌파 (상승),40300.0,39550.0,39404.0,2022-02-26 21:00:00,39550.0,0.3705207593137752,,,
하락추세선 돌파 (상승),44747.0,44515.0,44308.5,2022-03-02 14:30:00,44850.0,1.2221131385625783,,,
하락추세선 돌파 (상승),45372.0,44391.5,43680.0,2022-03-03 12:15:00,43778.5,0.22550366300366298,,,
하락추세선 돌파 (상승),44065.0,42696.0,41826.0,2022-03-04 11:45:00,41900.0,0.17692344474728638,,,
하락추세선 돌파 (상승),39351.0,39266.0,38225.0,2022-03-07 09:00:00,38360.5,0.3544800523217789,,,
하락추세선 돌파 (상승),40371.0,39650.0,39300.0,2022-03-11 11:15:00,39388.5,0.2251908396946565,,,
하락추세선 돌파 (상승),40250.0,39283.0,39241.5,2022-03-12 10:30:00,39260.0,0.047143967483404055,,,
하락추세선 돌파 (상승),39047.0,39045.0,38912.0,2022-03-14 07:30:00,39131.0,0.5628083881578948,,,
하락추세선 돌파 (상승),41664.0,41537.0,41340.0,2022-03-22 02:00:00,41870.0,1.282051282051282,,,
하락추세선 돌파 (상승),43204.5,42869.0,42343.0,2022-03-23 12:45:00,42410.0,0.15823158491368114,,,
하락추세선 돌파 (상승),44592.0,44529.0,44440.0,2022-03-26 20:00:00,44528.0,0.19801980198019803,,,
하락추세선 돌파 (상승),47971.0,47857.0,47500.0,2022-03-30 05:30:00,47542.5,0.08947368421052632,,,
하락추세선 돌파 (상승),47589.5,46697.0,46426.0,2022-04-02 00:30:00,46437.0,0.023693619954335932,,,
하락추세선 돌파 (상승),43883.0,43830.5,43731.5,2022-04-08 07:45:00,43795.0,0.14520425780044133,,,
하락추세선 돌파 (상승),43830.5,43731.5,43673.5,2022-04-08 07:45:00,43795.0,0.2782007395789209,,,
하락추세선 돌파 (상승),43942.5,42614.0,42518.0,2022-04-09 16:45:00,42524.5,0.015287642880662308,,,
하락추세선 돌파 (상승),43403.0,42400.0,40398.0,2022-04-12 11:30:00,40449.0,0.12624387345908214,,,
하락추세선 돌파 (상승),40278.0,40239.5,40200.0,2022-04-13 13:30:00,40329.5,0.32213930348258707,,,
하락추세선 돌파 (상승),41340.0,41290.5,40187.0,2022-04-15 04:00:00,40187.5,0.0012441834424067484,,,
하락추세선 돌파 (상승),40849.0,40695.0,40475.0,2022-04-16 15:00:00,40551.5,0.18900555898702903,,,
하락추세선 돌파 (상승),40444.0,39854.0,39670.0,2022-04-18 17:00:00,40400.0,1.8401814973531636,,,
하락추세선 돌파 (상승),41300.0,40864.5,40833.0,2022-04-19 11:45:00,41019.5,0.45673842235446815,,,
하락추세선 돌파 (상승),41769.5,41525.0,41517.5,2022-04-20 07:00:00,41600.0,0.19871138676461733,,,
하락추세선 돌파 (상승),40767.0,40627.5,39756.5,2022-04-22 23:00:00,39818.0,0.15469168563631103,,,
하락추세선 돌파 (상승),39931.0,39794.0,39775.5,2022-04-24 14:45:00,39914.5,0.3494613518371862,,,
하락추세선 돌파 (상승),40787.0,40611.5,39195.5,2022-04-27 13:30:00,39444.0,0.6340013521960429,,,
하락추세선 돌파 (상승),38623.5,38478.0,38059.0,2022-05-01 05:00:00,38140.0,0.21282745211382326,,,
하락추세선 돌파 (상승),38630.0,38585.0,38042.0,2022-05-04 03:30:00,38100.0,0.15246306713632302,,,
하락추세선 돌파 (상승),40058.5,39840.0,36590.0,2022-05-06 00:00:00,36666.0,0.20770702377698827,,,
하락추세선 돌파 (상승),33780.5,33450.0,31499.0,2022-05-10 05:00:00,31546.5,0.15079843804565224,,,
하락추세선 돌파 (상승),32060.0,30233.0,28561.0,2022-05-12 10:45:00,28976.0,1.453030356079969,,,
하락추세선 돌파 (상승),31518.0,30310.5,30250.0,2022-05-17 03:30:00,30530.0,0.9256198347107438,,,
하락추세선 돌파 (상승),30785.0,30741.0,30650.0,2022-05-18 00:30:00,30692.5,0.13866231647634583,,,
하락추세선 돌파 (상승),30020.0,29536.5,29403.0,2022-05-19 06:45:00,29424.0,0.07142128354249566,,,
하락추세선 돌파 (상승),29536.5,29403.0,29322.0,2022-05-19 06:45:00,29424.0,0.3478616738285247,,,
하락추세선 돌파 (상승),30767.0,30524.5,29353.0,2022-05-20 23:00:00,29364.5,0.03917827819984329,,,
하락추세선 돌파 (상승),29653.5,29583.5,29540.0,2022-05-22 08:45:00,29569.0,0.0981719702098849,,,
하락추세선 돌파 (상승),30654.5,30600.0,29422.0,2022-05-24 11:15:00,29431.0,0.030589354904493236,,,
하락추세선 돌파 (상승),30213.0,29937.5,29908.0,2022-05-25 18:00:00,30041.5,0.44636886451785474,,,
하락추세선 돌파 (상승),29800.0,29686.0,29144.5,2022-05-27 07:15:00,29250.0,0.3619893976565047,,,
하락추세선 돌파 (상승),29362.0,29053.0,28930.0,2022-05-28 12:45:00,29020.0,0.3110957483581058,,,
하락추세선 돌파 (상승),32450.0,31982.5,31694.0,2022-06-01 12:30:00,31809.0,0.36284470246734396,,,
하락추세선 돌파 (상승),31894.5,30064.0,29887.0,2022-06-02 06:45:00,29929.5,0.14220229531234316,,,
하락추세선 돌파 (상승),30698.0,30541.0,29687.0,2022-06-03 20:45:00,29738.0,0.17179236702933945,,,
하락추세선 돌파 (상승),30000.0,29952.0,29816.5,2022-06-05 14:45:00,29839.0,0.0754615732899569,,,
하락추세선 돌파 (상승),31750.0,31598.0,29725.5,2022-06-07 14:30:00,29904.5,0.6021765823955862,,,
하락추세선 돌파 (상승),30900.0,30545.0,30463.5,2022-06-09 07:45:00,30485.5,0.07221757184827746,,,
하락추세선 돌파 (상승),30694.5,30446.5,30249.5,2022-06-10 03:00:00,30376.0,0.4181887303922379,,,
하락추세선 돌파 (상승),30230.0,30175.0,29420.0,2022-06-11 05:00:00,29427.0,0.02379333786539769,,,
하락추세선 돌파 (상승),28786.0,28678.0,27697.0,2022-06-12 14:30:00,27707.0,0.036104993320576234,,,
하락추세선 돌파 (상승),22799.0,22327.5,21448.5,2022-06-15 12:15:00,21629.0,0.8415506911905261,,,
하락추세선 돌파 (상승),21504.5,21463.5,21040.0,2022-06-17 07:15:00,21180.0,0.6653992395437262,,,
하락추세선 돌파 (상승),21630.0,21580.0,21510.0,2022-06-26 11:30:00,21560.5,0.23477452347745237,,,
하락추세선 돌파 (상승),21880.0,21419.5,21318.0,2022-06-27 07:00:00,21343.0,0.1172717890984145,,,
하락추세선 돌파 (상승),20454.0,20233.0,20178.0,2022-06-29 19:45:00,20287.0,0.5401922886311825,,,
하락추세선 돌파 (상승),20433.0,19312.0,19283.0,2022-06-30 23:45:00,19999.0,3.713115179173365,,,
하락추세선 돌파 (상승),21017.5,19886.5,19670.0,2022-07-01 20:15:00,19693.5,0.11947127605490594,,,
하락추세선 돌파 (상승),20750.0,20317.5,20303.0,2022-07-06 13:30:00,20373.5,0.3472393242377974,,,
하락추세선 돌파 (상승),22120.0,22050.0,21723.5,2022-07-09 10:45:00,21745.0,0.09897116026422999,,,
하락추세선 돌파 (상승),21414.0,21162.0,20623.0,2022-07-11 13:30:00,20748.5,0.6085438587984289,,,
하락추세선 돌파 (상승),20005.0,19994.0,19575.0,2022-07-13 07:30:00,19873.5,1.524904214559387,,,
하락추세선 돌파 (상승),21669.0,21490.0,21350.0,2022-07-18 02:45:00,21400.0,0.234192037470726,,,
하락추세선 돌파 (상승),23941.5,23800.0,23081.0,2022-07-21 16:15:00,23102.0,0.09098392617304277,,,
하락추세선 돌파 (상승),23800.0,23081.0,23060.0,2022-07-21 16:15:00,23102.0,0.1821335646140503,,,
하락추세선 돌파 (상승),23765.0,22987.5,22671.0,2022-07-24 05:30:00,22774.5,0.4565303691941246,,,
하락추세선 돌파 (상승),22990.0,22099.0,21993.5,2022-07-25 20:00:00,22180.0,0.8479778116261623,,,
하락추세선 돌파 (상승),21247.0,21189.0,21066.0,2022-07-26 21:00:00,21110.5,0.21124086205259662,,,
하락추세선 돌파 (상승),24595.5,23878.5,23827.0,2022-07-31 10:45:00,23842.0,0.06295379191673313,,,
하락추세선 돌파 (상승),23490.0,23429.5,22930.5,2022-08-02 11:30:00,22962.0,0.13737162294760252,,,
하락추세선 돌파 (상승),23494.0,23333.0,23243.5,2022-08-06 17:30:00,23257.5,0.06023189278723084,,,
하락추세선 돌파 (상승),23333.0,23243.5,23227.0,2022-08-06 17:30:00,23257.5,0.13131269643087787,,,
하락추세선 돌파 (상승),23257.5,23205.0,23015.5,2022-08-07 11:45:00,23049.0,0.1455540831178988,,,
하락추세선 돌파 (상승),23910.0,23249.0,22989.0,2022-08-10 07:45:00,22990.0,0.004349906477010744,,,
하락추세선 돌파 (상승),24950.0,24325.5,24084.5,2022-08-12 09:45:00,24129.5,0.1868421598953684,,,
하락추세선 돌파 (상승),24867.0,24585.0,24575.0,2022-08-14 01:00:00,24625.0,0.20345879959308238,,,
하락추세선 돌파 (상승),24585.0,24575.0,24534.0,2022-08-14 01:00:00,24625.0,0.3709138338632102,,,
하락추세선 돌파 (상승),25031.0,24539.0,24422.5,2022-08-15 01:30:00,24578.0,0.6367079537311905,,,
하락추세선 돌파 (상승),24227.0,24134.5,24045.0,2022-08-17 03:00:00,24072.5,0.11436889166146808,,,
하락추세선 돌파 (상승),24436.5,23618.5,23501.0,2022-08-18 09:45:00,23545.0,0.18722607548614953,,,
하락추세선 돌파 (상승),21365.0,21343.0,21307.0,2022-08-21 08:00:00,21480.0,0.8119397381142347,,,
하락추세선 돌파 (상승),21650.0,21585.5,21487.0,2022-08-24 12:15:00,21514.0,0.12565737422627635,,,
하락추세선 돌파 (상승),21880.0,21800.0,21636.5,2022-08-25 06:15:00,21729.0,0.4275183139602061,,,
하락추세선 돌파 (상승),21768.5,21667.5,21464.5,2022-08-26 12:30:00,21734.5,1.2578909361969763,,,
하락추세선 돌파 (상승),20262.5,20239.5,20093.5,2022-08-28 02:30:00,20174.0,0.40062706845497303,,,
하락추세선 돌파 (상승),20174.0,20096.5,20039.0,2022-08-28 16:00:00,20088.0,0.24452317979939117,,,
하락추세선 돌파 (상승),20135.5,19942.0,19900.0,2022-08-29 12:15:00,19982.0,0.4120603015075377,,,
하락추세선 돌파 (상승),20569.0,20497.0,20079.0,2022-08-31 01:30:00,20189.0,0.5478360476119328,,,
하락추세선 돌파 (상승),20318.0,20197.5,20120.0,2022-09-01 21:00:00,20124.5,0.022365805168986085,,,
하락추세선 돌파 (상승),20043.0,19950.0,19871.5,2022-09-03 13:45:00,19898.5,0.13587298392169692,,,
하락추세선 돌파 (상승),19898.5,19849.0,19820.0,2022-09-04 11:45:00,19847.0,0.136226034308779,,,
하락추세선 돌파 (상승),20020.0,19070.0,18846.5,2022-09-07 13:00:00,18877.5,0.16448677473270898,,,
하락추세선 돌파 (상승),20518.0,20408.5,20375.0,2022-09-14 22:45:00,20377.5,0.012269938650306749,,,
하락추세선 돌파 (상승),20319.0,19895.5,19799.5,2022-09-16 04:00:00,19834.5,0.176772140710624,,,
하락추세선 돌파 (상승),20092.0,19745.0,19424.5,2022-09-19 19:30:00,19546.0,0.6254987258359289,,,
하락추세선 돌파 (상승),19333.0,19313.5,19050.0,2022-09-21 05:15:00,19064.0,0.07349081364829396,,,
하락추세선 돌파 (상승),19213.0,19186.0,19119.5,2022-09-25 11:45:00,19185.0,0.3425821804963519,,,
하락추세선 돌파 (상승),19185.0,19110.0,18933.0,2022-09-26 03:15:00,18946.0,0.06866318068980087,,,
하락추세선 돌파 (상승),19318.5,19268.0,19255.0,2022-09-27 00:00:00,19355.0,0.5193456245131135,,,
하락추세선 돌파 (상승),20383.5,19222.0,18870.0,2022-09-28 10:15:00,19043.5,0.9194488606253313,,,
하락추세선 돌파 (상승),20165.0,19473.5,19366.0,2022-10-01 13:15:00,19395.5,0.15232882371165962,,,
하락추세선 돌파 (상승),20316.0,20270.0,20042.0,2022-10-07 12:15:00,20078.0,0.1796227921365133,,,
하락추세선 돌파 (상승),20270.0,20042.0,20025.0,2022-10-07 12:15:00,20078.0,0.264669163545568,,,
하락추세선 돌파 (상승),19636.5,19614.0,19533.5,2022-10-08 11:30:00,19539.5,0.030716461463639388,,,
하락추세선 돌파 (상승),19521.5,19444.5,19429.0,2022-10-09 10:30:00,19535.5,0.5481496731689742,,,
하락추세선 돌파 (상승),19434.5,19358.0,19090.0,2022-10-11 06:30:00,19110.5,0.10738606600314302,,,
하락추세선 돌파 (상승),19258.0,19186.0,19123.0,2022-10-12 05:45:00,19138.0,0.07843957538043195,,,
하락추세선 돌파 (상승),19189.5,19186.0,19185.0,2022-10-12 22:00:00,19227.5,0.2215272348188689,,,
하락추세선 돌파 (상승),19205.0,19190.0,19155.0,2022-10-16 08:15:00,19184.0,0.15139650221874185,,,
하락추세선 돌파 (상승),19668.0,19616.5,19614.0,2022-10-18 06:30:00,19694.0,0.40787192821454066,,,
하락추세선 돌파 (상승),19661.0,19426.0,19275.0,2022-10-19 15:45:00,19296.5,0.11154345006485084,,,
하락추세선 돌파 (상승),19296.5,19243.0,19198.0,2022-10-20 10:30:00,19240.0,0.21877278883217,,,
하락추세선 돌파 (상승),19345.0,19125.0,19077.0,2022-10-21 14:00:00,19119.0,0.22016040257902186,,,
하락추세선 돌파 (상승),19215.0,19212.0,19199.5,2022-10-23 17:15:00,19209.0,0.04948045522018803,,,
하락추세선 돌파 (상승),19439.0,19412.0,19365.0,2022-10-25 13:00:00,19381.5,0.08520526723470179,,,
하락추세선 돌파 (상승),20822.5,20665.0,20295.0,2022-10-28 12:30:00,20330.0,0.17245627001724562,,,
하락추세선 돌파 (상승),21100.0,20968.0,20895.0,2022-10-30 06:45:00,20900.0,0.023929169657812874,,,
하락추세선 돌파 (상승),20920.0,20724.5,20578.5,2022-10-31 09:30:00,20646.5,0.3304419661296985,,,
하락추세선 돌파 (상승),20789.0,20382.0,20326.0,2022-11-03 14:45:00,20334.5,0.04181836072025977,,,
하락추세선 돌파 (상승),21470.0,21414.0,21346.0,2022-11-05 20:30:00,21372.5,0.12414503888316313,,,
하락추세선 돌파 (상승),21278.0,21062.5,20799.0,2022-11-07 19:30:00,20879.0,0.3846338766286841,,,
하락추세선 돌파 (상승),21062.5,20799.0,20794.0,2022-11-07 19:30:00,20879.0,0.40877176108492835,,,
하락추세선 돌파 (상승),20799.0,20794.0,20793.0,2022-11-07 19:30:00,20879.0,0.4136007310152455,,,
하락추세선 돌파 (상승),18499.5,18048.5,16943.0,2022-11-10 13:30:00,17777.0,4.9223868264179895,,,
하락추세선 돌파 (상승),17532.0,17529.0,17036.5,2022-11-11 23:45:00,17133.5,0.5693657734863381,,,
하락추세선 돌파 (상승),17160.0,17011.0,16634.5,2022-11-16 22:45:00,16695.0,0.36370194475337403,,,
하락추세선 돌파 (상승),16758.0,16631.5,16606.0,2022-11-17 15:15:00,16698.0,0.554016620498615,,,
하락추세선 돌파 (상승),16848.0,16812.5,16683.0,2022-11-18 23:30:00,16698.0,0.08991188635137566,,,
하락추세선 돌파 (상승),16730.5,16619.0,16604.5,2022-11-21 04:15:00,16789.0,1.1111445692432773,,,
하락추세선 돌파 (상승),16300.0,16296.0,16237.0,2022-11-22 22:45:00,16270.0,0.203239514688674,,,
