datetime,H_value,H_num
2020-09-24 16:00:00,10727.5,548
2020-09-24 22:45:00,10787.5,549
2020-09-25 07:15:00,10695.5,550
2020-09-25 12:00:00,10680.5,551
2020-09-25 20:30:00,10750.0,552
2020-09-26 05:45:00,10830.0,553
2020-09-26 10:45:00,10726.5,554
2020-09-26 18:00:00,10773.0,555
2020-09-26 21:45:00,10750.0,556
2020-09-27 01:00:00,10795.5,557
2020-09-27 10:30:00,10674.5,558
2020-09-27 16:00:00,10769.5,559
2020-09-28 00:45:00,10951.5,560
2020-09-28 05:30:00,10911.0,561
2020-09-28 12:30:00,10935.0,562
2020-09-28 17:30:00,10910.5,563
2020-09-29 11:00:00,10787.0,564
2020-09-29 23:15:00,10855.0,565
2020-09-30 17:00:00,10788.0,566
2020-10-01 02:00:00,10841.5,567
2020-10-01 08:00:00,10909.5,568
2020-10-01 12:00:00,10887.0,569
2020-10-01 22:30:00,10627.5,570
2020-10-02 13:45:00,10595.0,571
2020-10-02 22:30:00,10582.0,572
2020-10-03 05:00:00,10555.5,573
2020-10-03 08:15:00,10554.0,574
2020-10-03 11:15:00,10556.5,575
2020-10-03 16:45:00,10601.0,576
2020-10-03 19:30:00,10583.5,577
2020-10-04 06:30:00,10627.5,578
2020-10-04 13:15:00,10610.0,579
2020-10-04 19:30:00,10681.0,580
2020-10-05 00:00:00,10729.0,581
2020-10-05 08:00:00,10679.5,582
2020-10-05 14:00:00,10756.0,583
2020-10-06 02:45:00,10781.5,584
2020-10-06 15:45:00,10749.0,585
2020-10-06 23:45:00,10617.5,586
2020-10-07 07:00:00,10623.0,587
2020-10-08 00:00:00,10659.0,588
2020-10-08 03:15:00,10641.0,589
2020-10-08 14:45:00,10945.0,590
2020-10-09 00:00:00,10924.5,591
2020-10-09 07:30:00,10894.0,592
2020-10-09 11:15:00,11092.0,593
2020-10-09 16:00:00,11085.0,594
2020-10-09 23:00:00,11080.5,595
2020-10-10 03:00:00,11490.0,596
2020-10-10 08:45:00,11395.0,597
2020-10-10 15:45:00,11414.0,598
2020-10-10 21:45:00,11374.0,599
2020-10-11 01:45:00,11405.0,600
2020-10-11 06:15:00,11369.0,601
2020-10-11 11:00:00,11409.0,602
2020-10-11 14:30:00,11447.0,603
2020-10-12 15:30:00,11601.5,604
2020-10-12 21:30:00,11729.0,605
2020-10-13 05:45:00,11526.0,606
2020-10-13 10:30:00,11560.0,607
2020-10-13 21:15:00,11462.0,608
2020-10-14 13:45:00,11549.5,609
2020-10-14 23:45:00,11428.0,610
2020-10-15 06:30:00,11419.0,611
2020-10-15 20:00:00,11612.0,612
2020-10-16 01:15:00,11533.5,613
2020-10-16 11:45:00,11407.0,614
2020-10-16 19:00:00,11366.5,615
2020-10-17 06:30:00,11376.0,616
2020-10-17 11:30:00,11353.0,617
2020-10-17 15:00:00,11411.0,618
2020-10-17 21:15:00,11362.0,619
2020-10-18 08:00:00,11470.0,620
2020-10-18 14:15:00,11483.0,621
2020-10-18 18:15:00,11463.5,622
2020-10-19 00:00:00,11520.5,623
2020-10-19 15:45:00,11815.5,624
2020-10-19 22:30:00,11758.5,625
2020-10-20 07:15:00,11834.5,626
2020-10-20 17:45:00,12058.5,627
2020-10-21 16:15:00,12910.5,628
2020-10-21 23:00:00,13239.5,629
2020-10-22 11:00:00,13030.0,630
2020-10-22 22:15:00,13195.5,631
2020-10-23 03:00:00,13002.0,632
2020-10-23 06:00:00,12996.0,633
2020-10-23 10:45:00,13032.0,634
2020-10-24 03:00:00,13008.0,635
2020-10-24 15:00:00,13162.0,636
2020-10-25 03:45:00,13360.0,637
2020-10-25 13:15:00,13018.0,638
2020-10-25 17:00:00,13038.0,639
2020-10-26 05:30:00,13144.0,640
2020-10-26 13:30:00,13243.0,641
2020-10-27 00:30:00,13120.5,642
2020-10-27 05:00:00,13132.0,643
2020-10-27 11:30:00,13495.5,644
2020-10-27 18:00:00,13742.0,645
2020-10-27 23:00:00,13777.0,646
2020-10-28 02:45:00,13858.0,647
2020-10-28 19:30:00,13242.0,648
2020-10-29 00:15:00,13290.0,649
2020-10-29 06:45:00,13315.0,650
2020-10-29 17:45:00,13622.0,651
2020-10-30 01:00:00,13651.5,652
2020-10-30 11:45:00,13362.0,653
2020-10-30 16:00:00,13560.0,654
2020-10-30 20:45:00,13655.0,655
2020-10-31 02:00:00,13723.0,656
2020-10-31 10:00:00,14120.0,657
2020-11-01 00:00:00,13875.0,658
2020-11-01 08:00:00,13793.5,659
2020-11-01 15:00:00,13841.5,660
2020-11-01 21:15:00,13844.5,661
2020-11-02 00:30:00,13818.5,662
2020-11-02 06:30:00,13741.0,663
2020-11-02 16:15:00,13539.0,664
2020-11-02 20:15:00,13691.5,665
2020-11-03 02:00:00,13625.5,666
2020-11-03 09:45:00,13585.5,667
2020-11-03 15:00:00,13777.0,668
2020-11-03 18:15:00,13756.0,669
2020-11-03 23:30:00,14058.5,670
2020-11-04 03:45:00,13944.5,671
2020-11-04 17:15:00,14249.0,672
2020-11-04 22:30:00,14234.0,673
2020-11-05 08:00:00,14549.5,674
2020-11-05 16:00:00,15308.5,675
2020-11-06 01:00:00,15976.0,676
2020-11-06 07:15:00,15781.0,677
2020-11-06 13:45:00,15720.0,678
2020-11-07 01:30:00,15757.5,679
2020-11-07 11:00:00,15582.0,680
2020-11-08 02:00:00,15120.5,681
2020-11-08 05:45:00,15077.0,682
2020-11-08 18:00:00,15650.0,683
2020-11-09 01:00:00,15594.0,684
