L_num,datetime,prev_L,curr_L,change_pct,pattern
2,2020-03-26 02:30:00,6556.0,6655.0,1.5100671140939599,HL (Higher Low)
3,2020-03-26 07:45:00,6655.0,6555.0,-1.5026296018031555,LL (Lower Low)
4,2020-03-26 13:30:00,6555.0,6512.0,-0.6559877955758963,LL (Lower Low)
5,2020-03-27 05:45:00,6512.0,6616.5,1.6047297297297296,HL (Higher Low)
6,2020-03-27 13:45:00,6616.5,6573.0,-0.6574472908637498,LL (Lower Low)
7,2020-03-28 00:00:00,6573.0,6196.0,-5.735584968811805,LL (Lower Low)
8,2020-03-28 03:30:00,6196.0,6084.5,-1.7995480955455132,LL (Lower Low)
9,2020-03-28 13:15:00,6084.5,6149.0,1.0600706713780919,HL (Higher Low)
10,2020-03-28 17:45:00,6149.0,6010.0,-2.2605301675069116,LL (Lower Low)
11,2020-03-29 12:00:00,6010.0,6059.5,0.8236272878535773,HL (Higher Low)
12,2020-03-29 16:30:00,6059.5,6042.0,-0.28880270649393514,LL (Lower Low)
13,2020-03-29 20:15:00,6042.0,5858.0,-3.0453492221118834,LL (Lower Low)
14,2020-03-30 00:00:00,5858.0,5841.5,-0.2816660976442472,LL (Lower Low)
15,2020-03-30 14:00:00,5841.5,6274.0,7.403920225969357,HL (Higher Low)
16,2020-03-31 04:45:00,6274.0,6373.0,1.5779407076824994,HL (Higher Low)
17,2020-03-31 12:00:00,6373.0,6323.5,-0.7767142632982896,LL (Lower Low)
18,2020-03-31 17:30:00,6323.5,6397.5,1.170238001106982,HL (Higher Low)
19,2020-04-01 00:30:00,6397.5,6243.5,-2.4071903087143416,LL (Lower Low)
20,2020-04-01 06:15:00,6243.5,6262.0,0.2963081604869064,HL (Higher Low)
21,2020-04-01 13:30:00,6262.0,6156.5,-1.6847652507186204,LL (Lower Low)
22,2020-04-01 16:30:00,6156.5,6145.0,-0.18679444489563876,LL (Lower Low)
23,2020-04-02 05:15:00,6145.0,6560.5,6.761594792514239,HL (Higher Low)
24,2020-04-02 11:00:00,6560.5,6606.5,0.7011660696593248,HL (Higher Low)
25,2020-04-02 20:15:00,6606.5,6644.0,0.5676227957314766,HL (Higher Low)
26,2020-04-03 01:00:00,6644.0,6723.5,1.1965683323299217,HL (Higher Low)
27,2020-04-03 05:15:00,6723.5,6745.0,0.3197739272700231,HL (Higher Low)
28,2020-04-03 16:15:00,6745.0,6604.5,-2.083024462564863,LL (Lower Low)
29,2020-04-03 21:00:00,6604.5,6666.0,0.9311832841244606,HL (Higher Low)
30,2020-04-04 03:15:00,6666.0,6665.0,-0.015001500150015003,LL (Lower Low)
31,2020-04-04 11:30:00,6665.0,6646.0,-0.28507126781695424,LL (Lower Low)
32,2020-04-04 19:15:00,6646.0,6723.0,1.1585916340656035,HL (Higher Low)
33,2020-04-05 06:30:00,6723.0,6743.0,0.29748624126134166,HL (Higher Low)
34,2020-04-05 10:45:00,6743.0,6740.0,-0.04449058282663503,LL (Lower Low)
35,2020-04-05 17:15:00,6740.0,6680.0,-0.8902077151335311,LL (Lower Low)
36,2020-04-05 21:00:00,6680.0,6720.0,0.5988023952095809,HL (Higher Low)
37,2020-04-06 13:30:00,6720.0,7039.5,4.754464285714286,HL (Higher Low)
38,2020-04-07 04:30:00,7039.5,7224.0,2.6209247815896015,HL (Higher Low)
39,2020-04-07 14:45:00,7224.0,7254.0,0.41528239202657813,HL (Higher Low)
40,2020-04-07 20:15:00,7254.0,7072.5,-2.5020678246484698,LL (Lower Low)
41,2020-04-08 10:45:00,7072.5,7215.0,2.014846235418876,HL (Higher Low)
42,2020-04-08 13:45:00,7215.0,7196.0,-0.26334026334026334,LL (Lower Low)
43,2020-04-08 19:15:00,7196.0,7264.5,0.951917732073374,HL (Higher Low)
44,2020-04-09 04:00:00,7264.5,7236.5,-0.38543602450271874,LL (Lower Low)
45,2020-04-09 12:00:00,7236.5,7123.0,-1.5684377806950873,LL (Lower Low)
46,2020-04-09 15:45:00,7123.0,7255.0,1.8531517618980766,HL (Higher Low)
47,2020-04-09 18:45:00,7255.0,7229.5,-0.35148173673328736,LL (Lower Low)
48,2020-04-10 07:00:00,7229.5,6866.5,-5.021094128224635,LL (Lower Low)
49,2020-04-10 09:45:00,6866.5,6854.0,-0.18204325347702613,LL (Lower Low)
50,2020-04-10 15:30:00,6854.0,6741.5,-1.6413772979282168,LL (Lower Low)
51,2020-04-10 23:15:00,6741.5,6816.0,1.1050953051991397,HL (Higher Low)
52,2020-04-11 09:30:00,6816.0,6830.5,0.21273474178403756,HL (Higher Low)
53,2020-04-11 20:15:00,6830.5,6760.0,-1.0321352756020787,LL (Lower Low)
54,2020-04-12 04:00:00,6760.0,6780.0,0.2958579881656805,HL (Higher Low)
55,2020-04-13 00:30:00,6780.0,6557.0,-3.289085545722714,LL (Lower Low)
56,2020-04-13 04:00:00,6557.0,6634.0,1.1743175232575873,HL (Higher Low)
57,2020-04-13 09:30:00,6634.0,6651.0,0.25625565269822126,HL (Higher Low)
58,2020-04-14 01:00:00,6651.0,6801.5,2.262817621410314,HL (Higher Low)
59,2020-04-14 08:00:00,6801.5,6752.5,-0.7204293170624128,LL (Lower Low)
60,2020-04-14 20:30:00,6752.5,6828.5,1.1255090707145503,HL (Higher Low)
61,2020-04-15 00:00:00,6828.5,6804.0,-0.35879036391594055,LL (Lower Low)
62,2020-04-15 12:45:00,6804.0,6677.0,-1.8665490887713112,LL (Lower Low)
63,2020-04-15 16:00:00,6677.0,6683.0,0.08986071589036992,HL (Higher Low)
64,2020-04-16 00:15:00,6683.0,6465.5,-3.254526410294778,LL (Lower Low)
65,2020-04-16 16:30:00,6465.5,6955.0,7.570953522542727,HL (Higher Low)
66,2020-04-16 20:00:00,6955.0,6960.0,0.07189072609633358,HL (Higher Low)
67,2020-04-17 00:00:00,6960.0,7017.5,0.8261494252873564,HL (Higher Low)
68,2020-04-17 04:45:00,7017.5,7017.5,0.0,같음
69,2020-04-17 13:30:00,7017.5,6982.0,-0.5058781617385109,LL (Lower Low)
70,2020-04-18 10:15:00,6982.0,7051.5,0.9954167860211974,HL (Higher Low)
71,2020-04-18 16:30:00,7051.5,7157.5,1.503226263915479,HL (Higher Low)
72,2020-04-19 00:15:00,7157.5,7179.5,0.30736989172197,HL (Higher Low)
73,2020-04-19 06:00:00,7179.5,7101.0,-1.0933909046590988,LL (Lower Low)
74,2020-04-19 14:00:00,7101.0,7047.0,-0.7604562737642585,LL (Lower Low)
75,2020-04-20 00:00:00,7047.0,7085.5,0.5463317723854122,HL (Higher Low)
76,2020-04-20 12:00:00,7085.5,6909.0,-2.491002752099358,LL (Lower Low)
77,2020-04-20 20:00:00,6909.0,6750.0,-2.301346070343031,LL (Lower Low)
78,2020-04-21 00:00:00,6750.0,6812.0,0.9185185185185185,HL (Higher Low)
79,2020-04-21 04:15:00,6812.0,6827.5,0.22753963593658252,HL (Higher Low)
80,2020-04-21 11:15:00,6827.5,6759.5,-0.9959721713658001,LL (Lower Low)
81,2020-04-22 17:45:00,6759.5,7064.5,4.512168059767734,HL (Higher Low)
82,2020-04-23 06:45:00,7064.5,7015.0,-0.7006865312477882,LL (Lower Low)
83,2020-04-23 23:30:00,7015.0,7433.0,5.958660014255168,HL (Higher Low)
84,2020-04-24 06:00:00,7433.0,7497.5,0.8677519171263285,HL (Higher Low)
85,2020-04-24 14:15:00,7497.5,7400.0,-1.3004334778259419,LL (Lower Low)
86,2020-04-25 00:45:00,7400.0,7437.0,0.5,HL (Higher Low)
87,2020-04-25 08:45:00,7437.0,7512.5,1.0151942987763884,HL (Higher Low)
88,2020-04-25 11:30:00,7512.5,7520.0,0.09983361064891848,HL (Higher Low)
89,2020-04-25 16:00:00,7520.0,7468.0,-0.6914893617021276,LL (Lower Low)
90,2020-04-25 21:45:00,7468.0,7497.0,0.3883235136582753,HL (Higher Low)
91,2020-04-26 06:00:00,7497.0,7524.5,0.36681339202347607,HL (Higher Low)
92,2020-04-26 15:00:00,7524.5,7496.0,-0.37876270848561366,LL (Lower Low)
93,2020-04-26 22:15:00,7496.0,7581.5,1.1406083244397012,HL (Higher Low)
94,2020-04-27 07:00:00,7581.5,7635.0,0.7056651058497658,HL (Higher Low)
95,2020-04-27 13:30:00,7635.0,7624.0,-0.1440733464309103,LL (Lower Low)
96,2020-04-27 17:30:00,7624.0,7642.0,0.236096537250787,HL (Higher Low)
97,2020-04-28 04:45:00,7642.0,7663.0,0.2747971735147867,HL (Higher Low)
98,2020-04-28 15:00:00,7663.0,7667.0,0.05219887772412893,HL (Higher Low)
99,2020-04-28 20:00:00,7667.0,7705.0,0.4956306247554454,HL (Higher Low)
100,2020-04-29 02:00:00,7705.0,7709.5,0.05840363400389357,HL (Higher Low)
101,2020-04-30 10:00:00,7709.5,8553.0,10.941046760490304,HL (Higher Low)
102,2020-04-30 12:45:00,8553.0,8701.0,1.7303869987139016,HL (Higher Low)
103,2020-04-30 17:45:00,8701.0,8402.5,-3.4306401563038733,LL (Lower Low)
104,2020-04-30 23:45:00,8402.5,8585.5,2.177923237131806,HL (Higher Low)
105,2020-05-01 07:15:00,8585.5,8711.5,1.4675907052588666,HL (Higher Low)
106,2020-05-01 16:00:00,8711.5,8659.0,-0.6026516673362796,LL (Lower Low)
107,2020-05-01 20:30:00,8659.0,8669.5,0.12126111560226355,HL (Higher Low)
108,2020-05-02 02:00:00,8669.5,8757.0,1.0092854259184496,HL (Higher Low)
109,2020-05-02 05:15:00,8757.0,8786.5,0.3368733584560923,HL (Higher Low)
110,2020-05-02 08:45:00,8786.5,8770.0,-0.18778808399248847,LL (Lower Low)
111,2020-05-02 18:00:00,8770.0,8816.5,0.5302166476624858,HL (Higher Low)
112,2020-05-03 06:00:00,8816.5,8936.5,1.361084330516645,HL (Higher Low)
113,2020-05-03 15:00:00,8936.5,8725.0,-2.3666983718458012,LL (Lower Low)
114,2020-05-03 20:30:00,8725.0,8795.5,0.8080229226361032,HL (Higher Low)
115,2020-05-04 01:15:00,8795.5,8634.5,-1.8304814962196578,LL (Lower Low)
116,2020-05-04 05:30:00,8634.5,8525.0,-1.2681683942324395,LL (Lower Low)
117,2020-05-04 17:30:00,8525.0,8744.5,2.5747800586510263,HL (Higher Low)
118,2020-05-04 23:30:00,8744.5,8825.5,0.9262965292469552,HL (Higher Low)
119,2020-05-05 03:15:00,8825.5,8820.0,-0.062319415330576174,LL (Lower Low)
120,2020-05-05 10:00:00,8820.0,8771.0,-0.5555555555555556,LL (Lower Low)
121,2020-05-06 00:45:00,8771.0,8920.0,1.6987800706874927,HL (Higher Low)
122,2020-05-06 13:15:00,8920.0,9131.0,2.3654708520179373,HL (Higher Low)
123,2020-05-06 18:45:00,9131.0,9208.0,0.8432811302157485,HL (Higher Low)
124,2020-05-07 00:00:00,9208.0,9038.0,-1.84622067767159,LL (Lower Low)
125,2020-05-07 05:15:00,9038.0,9237.0,2.2018145607435273,HL (Higher Low)
126,2020-05-07 11:00:00,9237.0,9257.0,0.21652051531882646,HL (Higher Low)
127,2020-05-07 20:45:00,9257.0,9732.0,5.131252025494221,HL (Higher Low)
128,2020-05-08 07:00:00,9732.0,9716.5,-0.15926839293053843,LL (Lower Low)
129,2020-05-08 12:00:00,9716.5,9790.5,0.7615911079092266,HL (Higher Low)
130,2020-05-08 19:00:00,9790.5,9866.0,0.7711557121699607,HL (Higher Low)
131,2020-05-09 00:00:00,9866.0,9734.0,-1.3379282383944862,LL (Lower Low)
132,2020-05-09 07:45:00,9734.0,9573.0,-1.6539963016231765,LL (Lower Low)
133,2020-05-09 11:30:00,9573.0,9525.5,-0.4961871931473937,LL (Lower Low)
134,2020-05-10 00:15:00,9525.5,8153.0,-14.408692457088868,LL (Lower Low)
135,2020-05-10 03:00:00,8153.0,8371.0,2.6738623819452965,HL (Higher Low)
136,2020-05-10 11:30:00,8371.0,8667.0,3.5360172022458487,HL (Higher Low)
137,2020-05-10 16:45:00,8667.0,8260.5,-4.690204222914503,LL (Lower Low)
138,2020-05-10 23:30:00,8260.5,8571.5,3.764905272077961,HL (Higher Low)
139,2020-05-11 05:00:00,8571.5,8618.5,0.5483287639269673,HL (Higher Low)
140,2020-05-11 09:45:00,8618.5,8480.0,-1.6070081800777396,LL (Lower Low)
141,2020-05-11 18:15:00,8480.0,8182.0,-3.5141509433962264,LL (Lower Low)
142,2020-05-12 07:30:00,8182.0,8617.0,5.316548521143974,HL (Higher Low)
143,2020-05-12 13:00:00,8617.0,8660.5,0.5048160612742254,HL (Higher Low)
144,2020-05-12 21:45:00,8660.5,8729.5,0.7967207436060273,HL (Higher Low)
145,2020-05-13 04:15:00,8729.5,8867.5,1.5808465547854973,HL (Higher Low)
146,2020-05-13 08:00:00,8867.5,8832.0,-0.4003383140682266,LL (Lower Low)
147,2020-05-14 02:00:00,8832.0,9258.5,4.829030797101449,HL (Higher Low)
148,2020-05-14 05:15:00,9258.5,9262.0,0.037803099854188046,HL (Higher Low)
149,2020-05-14 13:00:00,9262.0,9536.5,2.9637227380695315,HL (Higher Low)
150,2020-05-14 17:30:00,9536.5,9580.0,0.45614219053111726,HL (Higher Low)
151,2020-05-14 20:45:00,9580.0,9600.0,0.20876826722338201,HL (Higher Low)
152,2020-05-15 02:30:00,9600.0,9258.5,-3.557291666666667,LL (Lower Low)
153,2020-05-15 05:15:00,9258.5,9371.5,1.2205000810066426,HL (Higher Low)
154,2020-05-15 10:30:00,9371.5,9478.5,1.1417595902470257,HL (Higher Low)
155,2020-05-15 15:45:00,9478.5,9417.5,-0.6435617450018463,LL (Lower Low)
156,2020-05-15 20:30:00,9417.5,9140.5,-2.941332625431378,LL (Lower Low)
157,2020-05-16 00:00:00,9140.5,9220.0,0.8697554838356764,HL (Higher Low)
158,2020-05-16 09:30:00,9220.0,9331.0,1.2039045553145338,HL (Higher Low)
159,2020-05-16 19:00:00,9331.0,9263.5,-0.7233951344979103,LL (Lower Low)
160,2020-05-17 00:00:00,9263.5,9323.0,0.6423058239326388,HL (Higher Low)
161,2020-05-17 05:45:00,9323.0,9472.5,1.6035610854875042,HL (Higher Low)
162,2020-05-17 09:15:00,9472.5,9456.0,-0.17418844022169439,LL (Lower Low)
163,2020-05-17 16:45:00,9456.0,9704.0,2.622673434856176,HL (Higher Low)
164,2020-05-17 22:15:00,9704.0,9600.5,-1.066570486397362,LL (Lower Low)
165,2020-05-18 08:45:00,9600.5,9479.0,-1.2655590854642988,LL (Lower Low)
166,2020-05-18 12:30:00,9479.0,9567.5,0.9336427893237683,HL (Higher Low)
167,2020-05-18 17:45:00,9567.5,9550.5,-0.17768487065586622,LL (Lower Low)
168,2020-05-19 04:00:00,9550.5,9470.0,-0.8428878069211035,LL (Lower Low)
169,2020-05-19 12:30:00,9470.0,9552.0,0.8658922914466738,HL (Higher Low)
170,2020-05-19 17:30:00,9552.0,9617.5,0.6857202680067002,HL (Higher Low)
171,2020-05-19 20:15:00,9617.5,9621.5,0.04159085001299714,HL (Higher Low)
172,2020-05-20 04:00:00,9621.5,9701.5,0.8314711843267683,HL (Higher Low)
173,2020-05-20 06:45:00,9701.5,9650.0,-0.5308457455032727,LL (Lower Low)
174,2020-05-20 11:45:00,9650.0,9710.0,0.6217616580310881,HL (Higher Low)
175,2020-05-20 15:45:00,9710.0,9323.5,-3.98043254376931,LL (Lower Low)
176,2020-05-20 23:15:00,9323.5,9444.5,1.2977958921006059,HL (Higher Low)
177,2020-05-21 04:30:00,9444.5,9422.0,-0.2382338927418074,LL (Lower Low)
178,2020-05-21 10:00:00,9422.0,9235.5,-1.9794098917427296,LL (Lower Low)
179,2020-05-21 14:30:00,9235.5,8952.5,-3.0642628985978018,LL (Lower Low)
180,2020-05-21 18:45:00,8952.5,8813.0,-1.5582239597877687,LL (Lower Low)
181,2020-05-22 00:30:00,8813.0,8971.5,1.7984795188925449,HL (Higher Low)
182,2020-05-22 04:30:00,8971.5,8933.5,-0.4235635066599788,LL (Lower Low)
183,2020-05-22 13:30:00,8933.5,9087.0,1.7182515251581125,HL (Higher Low)
184,2020-05-22 20:00:00,9087.0,9131.5,0.4897105755474854,HL (Higher Low)
185,2020-05-22 23:30:00,9131.5,9129.0,-0.02737775830914965,LL (Lower Low)
186,2020-05-23 12:30:00,9129.0,9082.0,-0.5148428086318326,LL (Lower Low)
187,2020-05-23 16:15:00,9082.0,9135.0,0.5835719004624532,HL (Higher Low)
188,2020-05-23 19:00:00,9135.0,9121.0,-0.15325670498084293,LL (Lower Low)
189,2020-05-24 00:00:00,9121.0,9113.0,-0.08770968095603553,LL (Lower Low)
190,2020-05-24 16:30:00,9113.0,8851.0,-2.8750137166684957,LL (Lower Low)
191,2020-05-25 00:00:00,8851.0,8640.5,-2.3782623432380525,LL (Lower Low)
192,2020-05-25 03:30:00,8640.5,8738.0,1.1284069208957814,HL (Higher Low)
193,2020-05-25 11:00:00,8738.0,8669.5,-0.7839322499427787,LL (Lower Low)
194,2020-05-25 21:30:00,8669.5,8865.0,2.255032008766365,HL (Higher Low)
195,2020-05-26 00:15:00,8865.0,8828.0,-0.4173716864072194,LL (Lower Low)
196,2020-05-26 07:00:00,8828.0,8859.0,0.3511554145899411,HL (Higher Low)
197,2020-05-26 16:00:00,8859.0,8683.5,-1.9810362343379615,LL (Lower Low)
198,2020-05-26 19:30:00,8683.5,8760.0,0.8809811711867335,HL (Higher Low)
199,2020-05-27 02:45:00,8760.0,8815.0,0.6278538812785388,HL (Higher Low)
200,2020-05-27 22:00:00,8815.0,9051.5,2.682926829268293,HL (Higher Low)
201,2020-05-28 08:00:00,9051.5,9112.5,0.673921449483511,HL (Higher Low)
202,2020-05-28 11:00:00,9112.5,9153.0,0.4444444444444444,HL (Higher Low)
203,2020-05-28 19:00:00,9153.0,9395.5,2.6494045668086965,HL (Higher Low)
204,2020-05-29 05:15:00,9395.5,9470.5,0.7982544835293491,HL (Higher Low)
205,2020-05-29 11:00:00,9470.5,9345.0,-1.3251676257853335,LL (Lower Low)
206,2020-05-29 15:15:00,9345.0,9329.5,-0.1658640984483681,LL (Lower Low)
207,2020-05-30 00:15:00,9329.5,9355.0,0.27332654483091273,HL (Higher Low)
208,2020-05-30 03:15:00,9355.0,9327.5,-0.2939604489577766,LL (Lower Low)
209,2020-05-30 09:00:00,9327.5,9465.5,1.4794961136424551,HL (Higher Low)
210,2020-05-30 15:15:00,9465.5,9493.5,0.2958111034810628,HL (Higher Low)
211,2020-05-30 20:45:00,9493.5,9397.0,-1.0164849633960078,LL (Lower Low)
212,2020-05-31 04:15:00,9397.0,9523.0,1.3408534638714484,HL (Higher Low)
213,2020-05-31 09:00:00,9523.0,9503.0,-0.21001785151737898,LL (Lower Low)
214,2020-05-31 15:30:00,9503.0,9435.0,-0.7155635062611807,LL (Lower Low)
215,2020-05-31 23:00:00,9435.0,9390.5,-0.47164811870694223,LL (Lower Low)
216,2020-06-01 12:15:00,9390.5,9490.5,1.0649060220435547,HL (Higher Low)
217,2020-06-01 15:00:00,9490.5,9497.0,0.0684895421737527,HL (Higher Low)
218,2020-06-02 03:15:00,9497.0,10050.0,5.822891439401916,HL (Higher Low)
219,2020-06-02 15:15:00,10050.0,9288.0,-7.5820895522388065,LL (Lower Low)
220,2020-06-02 20:00:00,9288.0,9455.0,1.79801894918174,HL (Higher Low)
221,2020-06-02 22:45:00,9455.0,9427.5,-0.29085140137493387,LL (Lower Low)
222,2020-06-03 02:00:00,9427.5,9472.0,0.47202333598514984,HL (Higher Low)
223,2020-06-03 05:15:00,9472.0,9395.0,-0.8129222972972974,LL (Lower Low)
224,2020-06-03 14:00:00,9395.0,9503.5,1.1548696114954764,HL (Higher Low)
225,2020-06-03 19:30:00,9503.5,9524.0,0.21571000157836587,HL (Higher Low)
226,2020-06-03 22:30:00,9524.0,9560.0,0.37799244015119693,HL (Higher Low)
227,2020-06-04 11:30:00,9560.0,9460.0,-1.0460251046025104,LL (Lower Low)
228,2020-06-04 18:45:00,9460.0,9726.0,2.8118393234672303,HL (Higher Low)
229,2020-06-04 21:30:00,9726.0,9731.5,0.05654945506888752,HL (Higher Low)
230,2020-06-05 03:45:00,9731.5,9750.0,0.19010430046755383,HL (Higher Low)
231,2020-06-05 08:15:00,9750.0,9662.5,-0.8974358974358974,LL (Lower Low)
232,2020-06-05 11:45:00,9662.5,9601.0,-0.6364812419146184,LL (Lower Low)
233,2020-06-06 00:30:00,9601.0,9538.0,-0.6561816477450266,LL (Lower Low)
234,2020-06-06 08:30:00,9538.0,9582.5,0.46655483329838543,HL (Higher Low)
235,2020-06-06 16:45:00,9582.5,9584.5,0.020871380120010434,HL (Higher Low)
236,2020-06-07 00:15:00,9584.5,9621.5,0.38603996035265276,HL (Higher Low)
237,2020-06-07 08:30:00,9621.5,9558.5,-0.65478355765733,LL (Lower Low)
238,2020-06-07 14:00:00,9558.5,9380.5,-1.8622168750326935,LL (Lower Low)
239,2020-06-08 03:30:00,9380.5,9704.5,3.4539736687809817,HL (Higher Low)
240,2020-06-08 08:15:00,9704.5,9640.5,-0.659487866453707,LL (Lower Low)
241,2020-06-08 14:00:00,9640.5,9654.5,0.14522068357450338,HL (Higher Low)
242,2020-06-08 16:45:00,9654.5,9661.0,0.06732611735460148,HL (Higher Low)
243,2020-06-08 21:15:00,9661.0,9677.0,0.1656143256391678,HL (Higher Low)
244,2020-06-09 00:15:00,9677.0,9569.5,-1.110881471530433,LL (Lower Low)
245,2020-06-09 04:15:00,9569.5,9661.0,0.9561628089241863,HL (Higher Low)
246,2020-06-09 10:45:00,9661.0,9626.0,-0.3622813373356795,LL (Lower Low)
247,2020-06-09 19:15:00,9626.0,9677.5,0.5350093496779555,HL (Higher Low)
248,2020-06-10 04:30:00,9677.5,9732.5,0.5683285972616895,HL (Higher Low)
249,2020-06-10 09:30:00,9732.5,9705.0,-0.2825584382224505,LL (Lower Low)
250,2020-06-10 18:45:00,9705.0,9688.0,-0.17516743946419372,LL (Lower Low)
251,2020-06-11 03:30:00,9688.0,9860.0,1.7753922378199833,HL (Higher Low)
252,2020-06-11 06:15:00,9860.0,9762.0,-0.9939148073022313,LL (Lower Low)
253,2020-06-11 17:00:00,9762.0,9100.5,-6.776275353411186,LL (Lower Low)
254,2020-06-11 20:00:00,9100.5,9231.5,1.4394813471787264,HL (Higher Low)
255,2020-06-12 00:00:00,9231.5,9236.5,0.05416237881167741,HL (Higher Low)
256,2020-06-12 17:45:00,9236.5,9305.5,0.7470362150165105,HL (Higher Low)
257,2020-06-13 04:15:00,9305.5,9365.5,0.6447799688356348,HL (Higher Low)
258,2020-06-13 11:15:00,9365.5,9390.0,0.2615984197319951,HL (Higher Low)
259,2020-06-13 20:00:00,9390.0,9350.5,-0.4206602768903088,LL (Lower Low)
260,2020-06-14 07:00:00,9350.5,9379.0,0.30479653494465536,HL (Higher Low)
261,2020-06-14 14:30:00,9379.0,9313.0,-0.7036997547712975,LL (Lower Low)
262,2020-06-14 18:00:00,9313.0,9364.5,0.5529904434661226,HL (Higher Low)
263,2020-06-14 22:15:00,9364.5,9243.0,-1.2974531475252282,LL (Lower Low)
264,2020-06-15 06:30:00,9243.0,8906.5,-3.6405928810992103,LL (Lower Low)
265,2020-06-15 13:30:00,8906.5,9044.5,1.549430191433223,HL (Higher Low)
266,2020-06-16 00:45:00,9044.5,9372.5,3.6265133506550944,HL (Higher Low)
267,2020-06-16 06:45:00,9372.5,9455.0,0.8802347292611362,HL (Higher Low)
268,2020-06-16 15:00:00,9455.0,9397.0,-0.6134320465362242,LL (Lower Low)
269,2020-06-17 03:00:00,9397.0,9423.0,0.2766840481004576,HL (Higher Low)
270,2020-06-17 06:00:00,9423.0,9437.0,0.14857264140931764,HL (Higher Low)
271,2020-06-17 16:30:00,9437.0,9354.0,-0.8795167955918195,LL (Lower Low)
272,2020-06-17 20:00:00,9354.0,9243.0,-1.1866581141757537,LL (Lower Low)
273,2020-06-18 02:15:00,9243.0,9402.5,1.7256302066428648,HL (Higher Low)
274,2020-06-18 10:00:00,9402.5,9379.5,-0.24461579367189576,LL (Lower Low)
275,2020-06-18 16:15:00,9379.5,9376.0,-0.037315421930806544,LL (Lower Low)
276,2020-06-18 21:15:00,9376.0,9277.0,-1.055887372013652,LL (Lower Low)
277,2020-06-19 03:45:00,9277.0,9241.0,-0.38805648377708307,LL (Lower Low)
278,2020-06-19 07:45:00,9241.0,9262.0,0.22724813331890487,HL (Higher Low)
279,2020-06-19 20:15:00,9262.0,9263.0,0.010796804145972793,HL (Higher Low)
280,2020-06-19 23:45:00,9263.0,9277.0,0.15113893986829322,HL (Higher Low)
281,2020-06-20 04:15:00,9277.0,9294.0,0.1832488951169559,HL (Higher Low)
282,2020-06-20 11:15:00,9294.0,9176.5,-1.2642565095760707,LL (Lower Low)
283,2020-06-20 15:15:00,9176.5,9228.5,0.5666648504331717,HL (Higher Low)
284,2020-06-21 10:00:00,9228.5,9331.0,1.110689711220675,HL (Higher Low)
285,2020-06-21 13:00:00,9331.0,9328.5,-0.026792412388811488,LL (Lower Low)
286,2020-06-21 19:00:00,9328.5,9306.0,-0.241196333815726,LL (Lower Low)
287,2020-06-22 00:00:00,9306.0,9279.0,-0.2901353965183753,LL (Lower Low)
288,2020-06-22 19:15:00,9279.0,9540.0,2.8128031037827355,HL (Higher Low)
289,2020-06-23 01:30:00,9540.0,9611.0,0.7442348008385744,HL (Higher Low)
290,2020-06-23 21:00:00,9611.0,9591.5,-0.20289251898865882,LL (Lower Low)
291,2020-06-24 12:00:00,9591.5,9280.0,-3.2476672053380597,LL (Lower Low)
292,2020-06-24 15:45:00,9280.0,9210.0,-0.7543103448275862,LL (Lower Low)
293,2020-06-24 21:15:00,9210.0,9240.0,0.32573289902280134,HL (Higher Low)
294,2020-06-25 03:30:00,9240.0,9008.0,-2.5108225108225106,LL (Lower Low)
295,2020-06-25 12:30:00,9008.0,9163.0,1.7206927175843694,HL (Higher Low)
296,2020-06-25 19:00:00,9163.0,9240.5,0.8457928625995852,HL (Higher Low)
297,2020-06-26 00:15:00,9240.5,9187.5,-0.5735620366863264,LL (Lower Low)
298,2020-06-26 14:15:00,9187.5,9050.0,-1.4965986394557822,LL (Lower Low)
299,2020-06-26 19:30:00,9050.0,9134.0,0.9281767955801105,HL (Higher Low)
300,2020-06-27 01:15:00,9134.0,9111.0,-0.25180643748631487,LL (Lower Low)
301,2020-06-27 11:00:00,9111.0,9135.5,0.26890571836241906,HL (Higher Low)
302,2020-06-27 19:45:00,9135.5,8840.0,-3.2346341196431503,LL (Lower Low)
303,2020-06-28 03:45:00,8840.0,8938.0,1.1085972850678734,HL (Higher Low)
304,2020-06-28 12:15:00,8938.0,9023.0,0.9509957484895949,HL (Higher Low)
305,2020-06-28 17:00:00,9023.0,9121.5,1.0916546603125346,HL (Higher Low)
306,2020-06-29 04:00:00,9121.5,9091.0,-0.3343748287014197,LL (Lower Low)
307,2020-06-29 08:15:00,9091.0,9063.0,-0.3079969200307997,LL (Lower Low)
308,2020-06-29 13:45:00,9063.0,9027.0,-0.3972194637537239,LL (Lower Low)
309,2020-06-30 01:00:00,9027.0,9160.0,1.4733577046637865,HL (Higher Low)
310,2020-06-30 06:15:00,9160.0,9116.5,-0.47489082969432317,LL (Lower Low)
311,2020-06-30 13:00:00,9116.5,9071.0,-0.49909504744145233,LL (Lower Low)
312,2020-06-30 19:00:00,9071.0,9096.0,0.27560357182229084,HL (Higher Low)
313,2020-07-01 00:30:00,9096.0,9100.0,0.04397537379067722,HL (Higher Low)
314,2020-07-01 11:15:00,9100.0,9136.0,0.3956043956043956,HL (Higher Low)
315,2020-07-01 22:30:00,9136.0,9215.0,0.8647110332749561,HL (Higher Low)
316,2020-07-02 06:00:00,9215.0,9172.0,-0.4666304937601736,LL (Lower Low)
