lh_num,lh_time,lh_price,lh_pct,bb_position,bb_squeeze,bb_width,trend_1h,trend_4h,short_score,long_score,short_ratio,long_ratio,judgment,result,max_gain,max_drop
269,2020-08-25 11:00:00,11661.0,-0.3035095968879631,above_upper,tight,0.8507056646968497,uptrend,downtrend,85,10,89.47368421052632,10.526315789473683,강력 숏,drop,-0.008575593859871944,-4.596518308892894
270,2020-08-25 22:30:00,11389.0,-2.332561529885946,above_upper,tight,1.487718947395812,sideways,downtrend,85,0,100.0,0.0,강력 숏,sideways,0.49170251997541214,-1.115111072087105
271,2020-08-26 20:45:00,11505.0,-0.3162500541524116,upper_half,tight,0.684169063852566,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,sideways,0.0,-1.429813124728374
272,2020-08-27 09:30:00,11453.5,-0.4476314645806223,above_upper,tight,0.5729634696706504,sideways,sideways,65,0,100.0,0.0,강력 숏,drop,1.1481206618064288,-2.7022307591565875
273,2020-08-28 12:00:00,11480.0,-0.9063444108761365,above_upper,tight,0.9400946536018476,uptrend,uptrend,65,25,72.22222222222221,27.77777777777778,강력 숏,sideways,0.5400696864111598,-0.6141114982578411
274,2020-08-29 19:30:00,11543.0,-0.27645788336932986,upper_half,tight,0.6204369264177915,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,sideways,0.7537035432729766,-0.6887290998873752
275,2020-08-30 08:00:00,11611.0,-0.16337059329321058,upper_half,tight,0.32750629296369904,sideways,downtrend,75,0,100.0,0.0,강력 숏,sideways,0.5942640599431614,-0.43062613039359654
276,2020-09-01 22:15:00,12057.0,-0.07458975634012655,above_upper,tight,0.7979473876610289,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,drop,-0.34834535954217927,-6.460977025794145
277,2020-09-02 19:15:00,11409.0,-5.374471261507841,upper_half,tight,1.3251609908410698,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,0.4908405644666436,-1.3936366026820912
278,2020-09-03 21:00:00,10791.0,-5.8787614478848615,upper_half,tight,1.6678072349657889,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,drop,-0.36604577888981193,-8.117876007784265
279,2020-09-04 04:15:00,10327.0,-4.299879529237327,upper_half,tight,1.9741004223955398,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,drop,1.849520673961469,-4.299409315386848
280,2020-09-04 13:30:00,10496.0,-0.20916524054002128,upper_half,tight,1.2947611248624824,sideways,sideways,55,0,100.0,0.0,강력 숏,drop,1.224275914634143,-5.840320121951215
281,2020-09-05 06:30:00,10491.0,-1.256529719045607,above_upper,tight,1.0849323090743475,sideways,downtrend,85,0,100.0,0.0,강력 숏,drop,-0.033361929272712754,-6.262510723477266
282,2020-09-05 14:00:00,10342.5,-1.4154989991421174,upper_half,normal,4.215132690588228,uptrend,downtrend,70,10,87.5,12.5,강력 숏,drop,-0.024172105390374288,-4.916606236403187
283,2020-09-06 00:15:00,10240.0,-0.9910563210055567,above_upper,normal,2.640563332414571,uptrend,sideways,60,10,85.71428571428571,14.285714285714285,강력 숏,drop,0.5712890624999911,-2.2900390625000044
284,2020-09-06 04:00:00,10217.0,-0.22460937499999556,upper_half,tight,1.4244143439930446,uptrend,uptrend,55,25,68.75,31.25,숏 유리,drop,0.7976901243026413,-2.0700792796319867
285,2020-09-07 00:45:00,10307.5,-0.39619268493018556,upper_half,tight,1.4921498446377068,sideways,sideways,55,0,100.0,0.0,강력 숏,drop,-0.25224351200582307,-4.1377637642493355
286,2020-09-07 08:15:00,10183.0,-1.207858355566338,upper_half,tight,1.7374031343938552,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,drop,0.5302955906903772,-2.9657271923794526
287,2020-09-07 19:15:00,10222.0,-0.14652730292077365,upper_half,normal,2.245533055655401,sideways,sideways,50,0,100.0,0.0,강력 숏,rise,2.1375464684014966,-1.281549598904319
288,2020-09-08 08:00:00,10340.0,-0.9625975767444062,above_upper,tight,0.9096360528336672,sideways,sideways,65,0,100.0,0.0,강력 숏,drop,-0.4787234042553212,-4.008704061895552
289,2020-09-08 18:00:00,10167.5,-1.6682785299806602,upper_half,normal,2.3804078235343766,sideways,sideways,50,0,100.0,0.0,강력 숏,drop,0.5163511187607606,-3.2407179739365577
290,2020-09-09 15:15:00,10274.0,-0.04378070730164385,upper_half,tight,1.0912099821498744,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,1.2263967296087142,-0.9343975082733103
291,2020-09-11 00:15:00,10371.5,-1.0872156787945286,above_upper,tight,0.877556659588918,sideways,sideways,65,0,100.0,0.0,강력 숏,sideways,-0.10123897218338174,-1.5716145205611487
292,2020-09-11 09:00:00,10335.0,-0.3519259509232042,above_upper,tight,0.8662265266281545,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,0.04837929366230398,-0.7789066279632273
293,2020-09-12 05:00:00,10370.5,-0.2164918695275686,upper_half,tight,0.37062361509271025,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,-0.009642736608650448,-0.9112386095173841
294,2020-09-12 10:15:00,10353.0,-0.1687478906513662,upper_half,tight,0.40602387175936666,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,1.2363566116101676,-0.7437457741717335
295,2020-09-13 08:00:00,10553.5,-0.1797115157247564,upper_half,tight,0.8837512773978012,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,drop,-0.0379021177808303,-3.1600890699767903
296,2020-09-14 02:00:00,10370.0,-1.7387596531956206,above_upper,tight,0.6563550916293812,sideways,uptrend,65,15,81.25,18.75,강력 숏,rise,2.9604628736740635,-0.5351976856316276
297,2020-09-14 22:00:00,10730.0,-0.09310986964617962,above_upper,tight,0.5980231125088331,sideways,sideways,65,0,100.0,0.0,강력 숏,sideways,1.276794035414719,-1.1183597390493905
298,2020-09-15 21:30:00,10872.5,-0.43042263839919714,above_upper,tight,1.3047101254784599,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,0.6484249252701746,-1.9084847091285329
299,2020-09-17 00:45:00,11035.0,-0.500428294486277,upper_half,tight,0.9097962874685476,sideways,downtrend,75,0,100.0,0.0,강력 숏,drop,-0.07702763932940782,-2.6461259628454914
300,2020-09-17 05:45:00,10923.0,-1.01495242410512,upper_half,tight,1.5320668138949265,sideways,downtrend,75,0,100.0,0.0,강력 숏,sideways,-0.04577497024627064,-1.6478989288656987
301,2020-09-18 00:15:00,10949.0,-0.12314709236032062,upper_half,tight,0.5266335449583683,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,0.7534934697232654,-0.675860809206319
302,2020-09-19 03:00:00,10965.0,-0.6028191995648857,upper_half,tight,0.7469567883913658,sideways,uptrend,55,15,78.57142857142857,21.428571428571427,강력 숏,sideways,1.8513451892384847,-0.7387140902872735
303,2020-09-19 16:15:00,11100.5,-0.6044054441260771,upper_half,tight,0.78037378007404,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,-0.18467636592945924,-1.80622494482231
304,2020-09-19 20:45:00,11074.5,-0.23422368361785129,upper_half,tight,0.5737022003366801,sideways,downtrend,75,0,100.0,0.0,강력 숏,sideways,0.0045148765181357575,-1.575691904826404
305,2020-09-20 07:30:00,10984.0,-0.8216704288939058,above_upper,tight,0.562415318442958,sideways,downtrend,85,0,100.0,0.0,강력 숏,drop,-0.0728332119446451,-2.0757465404224296
306,2020-09-20 10:30:00,10976.0,-0.0728332119446451,upper_half,tight,0.4846483914478108,sideways,downtrend,75,0,100.0,0.0,강력 숏,drop,0.0,-2.0043731778425666
307,2020-09-20 18:00:00,10888.0,-0.8017492711370311,upper_half,tight,0.8520240119772818,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,0.8174136664217402,-0.6245407788390889
308,2020-09-21 20:15:00,10530.0,-4.072150860890956,above_upper,tight,1.5234185060291565,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,-0.023741690408352056,-1.6049382716049387
309,2020-09-22 06:00:00,10495.0,-0.3323836657169954,above_upper,tight,0.621089787680249,sideways,sideways,65,0,100.0,0.0,강력 숏,sideways,0.20485945688422103,-1.24344926155312
310,2020-09-23 13:30:00,10523.5,-0.45875898600075127,above_upper,tight,0.7381801189426297,uptrend,uptrend,65,25,72.22222222222221,27.77777777777778,강력 숏,drop,-0.08077160640471703,-3.644224830142062
311,2020-09-24 02:30:00,10336.0,-1.7817266118686725,above_upper,tight,1.0438747713060306,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,1.2480650154798711,-0.6385448916408687
312,2020-09-25 07:15:00,10695.5,-0.8528389339513276,upper_half,tight,0.7831615794247123,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,0.40203824038147484,-1.2668879435276503
313,2020-09-25 12:00:00,10680.5,-0.14024589780748942,upper_half,tight,1.3863046303040973,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,0.6507185993165132,-1.1094986189785105
314,2020-09-26 10:45:00,10726.5,-0.9556786703601161,upper_half,tight,0.9670843343646781,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,0.4335058033841488,-0.5593623269472769
315,2020-09-26 21:45:00,10750.0,-0.21349670472478044,above_upper,tight,0.33874629755425184,sideways,sideways,65,0,100.0,0.0,강력 숏,sideways,0.42325581395348255,-1.293023255813952
316,2020-09-27 05:30:00,10785.0,-0.09726274836737714,upper_half,tight,0.2786083622658725,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,sideways,0.0,-1.715345387111733
317,2020-09-27 10:30:00,10674.5,-1.0245711636532207,upper_half,tight,1.5243396456946194,sideways,downtrend,75,0,100.0,0.0,강력 숏,sideways,0.8899714272331272,-0.6979249613564997
318,2020-09-28 05:30:00,10911.0,-0.3698123544719878,upper_half,tight,0.4733025024524074,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,0.21996150673631032,-0.7332050224544084
319,2020-09-28 17:30:00,10910.5,-0.22405121170553377,upper_half,tight,0.5849125164507477,sideways,sideways,55,0,100.0,0.0,강력 숏,drop,-0.21997158700334252,-2.525090509142569
320,2020-09-28 21:45:00,10883.5,-0.24746803537876172,upper_half,tight,0.4112643598535848,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,drop,0.0,-2.283272844213713
321,2020-09-29 11:00:00,10787.0,-0.8866632976524125,above_upper,tight,0.7340621987204806,uptrend,uptrend,65,25,72.22222222222221,27.77777777777778,강력 숏,sideways,0.6303884305182139,-1.3812922962825658
322,2020-09-29 14:15:00,10784.5,-0.02317604523963679,upper_half,tight,0.7045213309980356,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,0.6537159812694204,-1.3584310816449507
323,2020-09-30 17:00:00,10788.0,-0.6172270842929484,above_upper,tight,0.6566354497656035,sideways,uptrend,65,15,81.25,18.75,강력 숏,sideways,0.4959213941416296,-0.9872080088987767
324,2020-10-01 12:00:00,10887.0,-0.20624226591502426,upper_half,tight,0.779076075829874,sideways,sideways,55,0,100.0,0.0,강력 숏,drop,-0.11481583540001727,-3.880775236520617
325,2020-10-01 19:00:00,10630.0,-2.3606135758243774,lower_half,wide,5.51768012334888,uptrend,downtrend,60,10,85.71428571428571,14.285714285714285,강력 숏,drop,0.1693320790216335,-2.234242709313261
326,2020-10-01 22:30:00,10627.5,-0.02351834430855959,upper_half,tight,1.3309707264166486,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,drop,0.19289578922605521,-2.215949188426247
327,2020-10-02 13:45:00,10595.0,-0.49774605559729235,above_upper,tight,0.9837197250096097,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,-0.12269938650306678,-1.1514865502595617
328,2020-10-02 22:30:00,10582.0,-0.12269938650306678,above_upper,tight,0.7723329680844856,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,-0.08977508977509041,-0.756000756000752
329,2020-10-03 05:00:00,10555.5,-0.25042525042524577,upper_half,tight,0.2651413649976073,sideways,downtrend,75,0,100.0,0.0,강력 숏,sideways,0.4310549002889408,-0.506844772867221
330,2020-10-03 08:15:00,10554.0,-0.014210601108421983,upper_half,tight,0.5546709373748985,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,0.4453287852946852,-0.3932158423346599
331,2020-10-03 19:30:00,10583.5,-0.1650787661541364,upper_half,tight,0.5924357772494064,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,0.4157414843860785,-0.5905418812302221
332,2020-10-04 13:15:00,10610.0,-0.16466713714420322,above_upper,tight,0.3142329051180648,sideways,downtrend,85,0,100.0,0.0,강력 숏,sideways,1.1215834118755819,-0.249764373232797
333,2020-10-05 08:00:00,10679.5,-0.4613663901575138,upper_half,tight,0.6140432981582,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,sideways,0.7163256706774757,-0.2762301605880424
334,2020-10-06 02:45:00,10781.5,-0.004637358560566351,above_upper,tight,0.4576719602444049,sideways,sideways,65,0,100.0,0.0,강력 숏,sideways,-0.1066641932940704,-1.4051848073088125
335,2020-10-06 15:45:00,10749.0,-0.3014422853962806,above_upper,tight,0.7419415811524298,sideways,sideways,65,0,100.0,0.0,강력 숏,drop,-0.12094148292864926,-2.0280956368034286
336,2020-10-06 23:45:00,10617.5,-1.2233696157782137,above_upper,tight,0.5209851395133877,uptrend,downtrend,85,10,89.47368421052632,10.526315789473683,강력 숏,sideways,0.056510477984450525,-0.5980692253355291
337,2020-10-08 00:00:00,10659.0,-0.08436445444319762,upper_half,tight,0.2111099998401764,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,-0.07505394502298479,-1.1914813772398891
338,2020-10-08 03:15:00,10641.0,-0.16887137630171578,upper_half,tight,0.41837536174477563,sideways,sideways,55,0,100.0,0.0,강력 숏,rise,2.8568743539141073,-1.0243398176863039
339,2020-10-09 00:00:00,10924.5,-0.1873001370488847,above_upper,tight,0.46514453010000134,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,1.5332509497002045,-0.9016430957938582
340,2020-10-09 16:00:00,11085.0,-0.06310854670033006,above_upper,tight,0.31483460659661755,uptrend,downtrend,85,10,89.47368421052632,10.526315789473683,강력 숏,rise,3.653585926928282,-0.6811005863779918
341,2020-10-09 23:00:00,11080.5,-0.04059539918809252,above_upper,tight,0.45433128161485464,uptrend,downtrend,85,10,89.47368421052632,10.526315789473683,강력 숏,rise,3.695681602815748,-0.2797707684671247
342,2020-10-10 08:45:00,11395.0,-0.8268059181897325,upper_half,tight,0.49433276557986117,sideways,downtrend,75,0,100.0,0.0,강력 숏,sideways,0.1667397981570895,-1.290039491004824
343,2020-10-10 21:45:00,11374.0,-0.35044681969511604,upper_half,tight,0.2977947500400285,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,0.27255143309301566,-0.8791981712678032
344,2020-10-11 06:15:00,11369.0,-0.31565103024988606,upper_half,tight,0.6060447391384582,sideways,sideways,55,0,100.0,0.0,강력 숏,sideways,0.6860761720467901,-0.277069223326587
345,2020-10-12 02:45:00,11410.0,-0.3232287935703626,upper_half,tight,0.7124880813631299,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,sideways,1.6783523225241126,-1.8404907975460127
346,2020-10-13 05:45:00,11526.0,-1.730752834853777,above_upper,tight,0.5616733314017169,sideways,downtrend,85,0,100.0,0.0,강력 숏,sideways,0.2949852507374562,-1.761235467638378
347,2020-10-13 21:15:00,11462.0,-0.8477508650518994,above_upper,tight,0.8057548050061483,sideways,sideways,65,0,100.0,0.0,강력 숏,sideways,0.2181120223346822,-0.7764787995114264
348,2020-10-14 08:00:00,11443.0,-0.38304169931226983,above_upper,tight,0.5486814090917731,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,0.9306999912610303,-1.2933671240059397
349,2020-10-14 23:45:00,11428.0,-1.0519935927962298,above_upper,tight,0.6587457587424335,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,-0.06562828141406518,-1.4700735036751844
350,2020-10-15 06:30:00,11419.0,-0.07875393769688488,above_upper,tight,0.4238980689017422,uptrend,downtrend,85,10,89.47368421052632,10.526315789473683,강력 숏,sideways,1.0070934407566234,-1.392416148524389
351,2020-10-16 01:15:00,11533.5,-0.6760248019290427,above_upper,tight,0.570402371240591,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,drop,-0.004335197468241514,-2.8612303290414864
352,2020-10-16 11:45:00,11407.0,-1.0968049594659024,above_upper,tight,1.1002212884103908,uptrend,downtrend,85,10,89.47368421052632,10.526315789473683,강력 숏,sideways,-0.1358814762864924,-1.1484176382922762
353,2020-10-16 19:00:00,11366.5,-0.35504514771631523,upper_half,tight,0.5796697157551319,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,0.08357893810759798,-0.7961993577618398
354,2020-10-16 22:30:00,11347.0,-0.1715567676945362,upper_half,tight,0.8167381353438873,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,0.2555741605710704,-0.6257160482947
355,2020-10-17 11:30:00,11353.0,-0.20218002812939506,upper_half,tight,0.34239673540553783,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,sideways,0.5108781819783248,-0.8147626178102718
356,2020-10-17 21:15:00,11362.0,-0.42941021821050196,above_upper,tight,0.37563823391025786,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,0.9505368773103262,-0.17162471395880674
357,2020-10-18 18:15:00,11463.5,-0.16981625010885626,above_upper,tight,0.40661159626000537,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,0.4972303397740685,-0.4972303397740685
358,2020-10-19 22:30:00,11758.5,-0.4824171638948882,upper_half,tight,0.8988824289071334,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,1.3649700216864291,-0.6761066462559029
359,2020-10-22 11:00:00,13030.0,-1.5823860417689461,above_upper,normal,2.216231700546544,uptrend,sideways,60,10,85.71428571428571,14.285714285714285,강력 숏,sideways,1.2701458173445923,-1.6193399846508028
360,2020-10-23 03:00:00,13002.0,-1.4664090030692245,upper_half,normal,2.330506367119422,uptrend,sideways,50,10,83.33333333333334,16.666666666666664,강력 숏,sideways,0.23073373327180402,-0.9575449930779856
361,2020-10-23 06:00:00,12996.0,-0.046146746654363024,upper_half,tight,0.8403119669094667,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,0.27700831024930483,-1.9467528470298534
362,2020-10-24 03:00:00,13008.0,-0.18416206261510082,above_upper,tight,0.8713447696640166,uptrend,uptrend,65,25,72.22222222222221,27.77777777777778,강력 숏,sideways,1.1838868388683865,-0.6880381303813077
363,2020-10-25 13:15:00,13018.0,-2.559880239520962,upper_half,tight,0.7996265761198629,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,sideways,0.5876478721769773,-0.6606237517283731
364,2020-10-27 00:30:00,13120.5,-0.9250169901079852,above_upper,tight,0.9601572315721418,uptrend,uptrend,65,25,72.22222222222221,27.77777777777778,강력 숏,rise,2.8581227849548307,-0.5144621012918682
365,2020-10-29 00:15:00,13290.0,-4.0987155433684475,upper_half,tight,1.5593913572155125,uptrend,uptrend,55,25,68.75,31.25,숏 유리,drop,0.18811136192626865,-2.3702031602708784
366,2020-10-30 11:45:00,13362.0,-2.1206460828480433,above_upper,tight,1.6082398239935243,uptrend,downtrend,85,10,89.47368421052632,10.526315789473683,강력 숏,rise,2.1927855111510297,-1.0664571171980275
367,2020-11-01 00:00:00,13875.0,-1.7351274787535398,above_upper,tight,0.8757873843299202,sideways,uptrend,65,15,81.25,18.75,강력 숏,sideways,-0.18738738738738325,-1.9027027027027077
368,2020-11-01 08:00:00,13793.5,-0.5873873873873836,above_upper,tight,1.0839173508860125,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,0.3479899952876453,-1.0512197774314003
369,2020-11-02 00:30:00,13818.5,-0.18780020946946863,upper_half,tight,1.2151758332599856,sideways,sideways,55,0,100.0,0.0,강력 숏,drop,-0.018091688678223417,-4.425227050692914
370,2020-11-02 06:30:00,13741.0,-0.5608423490248593,above_upper,tight,0.7033635106620887,sideways,downtrend,85,0,100.0,0.0,강력 숏,drop,-0.00727749072120254,-3.8861800451204465
371,2020-11-02 16:15:00,13539.0,-1.470053125682269,upper_half,normal,2.1080641408675374,uptrend,sideways,50,10,83.33333333333334,16.666666666666664,강력 숏,sideways,1.1263756555137006,-1.7209542802274935
372,2020-11-03 02:00:00,13625.5,-0.4820509074973556,upper_half,tight,1.289622063684173,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,drop,1.1045466221422995,-2.5320171736817
373,2020-11-03 09:45:00,13585.5,-0.29356720854281093,above_upper,tight,1.7402975355991188,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,sideways,1.821795296455786,-0.909057450958739
374,2020-11-03 18:15:00,13756.0,-0.1524279596428868,upper_half,tight,0.7451338903040268,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,rise,2.1990404187263835,-0.7705728409421297
375,2020-11-04 03:45:00,13944.5,-0.810897321904902,upper_half,normal,2.6486755519441147,uptrend,sideways,50,10,83.33333333333334,16.666666666666664,강력 숏,drop,0.5521890351034564,-2.96532683136721
376,2020-11-04 22:30:00,14234.0,-0.10527054530142799,above_upper,tight,1.377667484681743,sideways,sideways,65,0,100.0,0.0,강력 숏,rise,3.098215540255733,-1.2083743150203774
377,2020-11-06 07:15:00,15781.0,-1.2205808713069644,upper_half,normal,2.2774164164918136,uptrend,sideways,50,10,83.33333333333334,16.666666666666664,강력 숏,drop,-0.009505101070905742,-2.927571129839679
378,2020-11-06 13:45:00,15720.0,-0.3865407768835927,above_upper,normal,2.3688155257896026,sideways,downtrend,80,0,100.0,0.0,강력 숏,drop,0.23854961832061594,-3.2983460559796396
379,2020-11-06 17:00:00,15566.5,-0.9764631043256977,upper_half,tight,1.94000477133205,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,drop,1.2269938650306678,-2.344778852021967
380,2020-11-07 11:00:00,15582.0,-1.113755354593049,above_upper,tight,0.7732471492062404,uptrend,downtrend,85,10,89.47368421052632,10.526315789473683,강력 숏,drop,-0.09305609036067697,-7.84559106661532
381,2020-11-08 02:00:00,15120.5,-2.961750738031066,above_upper,normal,2.467959074312757,uptrend,sideways,60,10,85.71428571428571,14.285714285714285,강력 숏,sideways,1.5178069508283487,-1.3954564994543839
382,2020-11-08 05:45:00,15077.0,-0.2876888991766191,upper_half,tight,1.4516435652652138,sideways,sideways,55,0,100.0,0.0,강력 숏,rise,3.800490813822388,-1.110963719572855
383,2020-11-09 01:00:00,15594.0,-0.35782747603834153,upper_half,normal,2.429640858907333,uptrend,sideways,50,10,83.33333333333334,16.666666666666664,강력 숏,drop,1.628831601898173,-2.8151853276901395
384,2020-11-09 05:30:00,15487.0,-0.686161344106706,upper_half,tight,1.533788815520543,sideways,sideways,55,0,100.0,0.0,강력 숏,drop,2.3309872796539066,-4.274552850778068
385,2020-11-09 20:30:00,15477.5,-2.3378344270570395,upper_half,normal,4.481508888983412,uptrend,sideways,50,10,83.33333333333334,16.666666666666664,강력 숏,sideways,-0.009691487643348484,-1.8026167016637062
386,2020-11-10 02:00:00,15428.0,-0.3198190922306554,upper_half,tight,1.425938342378791,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,sideways,0.31112263417163444,-1.7759917033964179
387,2020-11-11 22:15:00,15878.5,-0.6911001313402942,upper_half,normal,2.0288033505192966,sideways,sideways,50,0,100.0,0.0,강력 숏,drop,1.8106244292596996,-2.676575243253454
388,2020-11-13 09:45:00,16355.5,-0.6620304291050427,above_upper,tight,1.0045314838170836,sideways,downtrend,85,0,100.0,0.0,강력 숏,drop,-0.036684907217754414,-2.4120326495674194
389,2020-11-13 23:00:00,16348.0,-0.04585613402219302,upper_half,tight,1.0085872010436838,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,drop,0.0,-3.67323219965745
390,2020-11-14 06:15:00,16197.0,-0.9236603865916293,upper_half,tight,0.9239802685637394,sideways,downtrend,75,0,100.0,0.0,강력 숏,drop,-0.08952275112674712,-2.9974686670371065
391,2020-11-14 14:30:00,16038.0,-0.9816632709761075,above_upper,tight,1.4160631196471005,uptrend,downtrend,85,10,89.47368421052632,10.526315789473683,강력 숏,drop,0.5424616535727678,-2.035789998752957
392,2020-11-15 14:15:00,16094.0,-0.34366389052292723,above_upper,tight,0.854117854228877,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,drop,-0.16776438424257467,-2.0193861066235885
393,2020-11-17 00:45:00,16820.0,-0.3082029397818875,upper_half,tight,1.16798900212536,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,sideways,1.6052318668252186,-1.513079667063022
394,2020-11-17 08:00:00,16787.5,-0.1932223543400724,above_upper,tight,1.1388323544244385,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,rise,6.58525688756515,-0.884586746090843
395,2020-11-18 00:15:00,17832.0,-0.34091544179287725,above_upper,tight,1.624712478150886,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,drop,3.771310004486317,-3.280619111709282
396,2020-11-18 08:30:00,18266.5,-1.2861736334405127,upper_half,wide,5.6164822530281535,uptrend,sideways,50,10,83.33333333333334,16.666666666666664,강력 숏,drop,-0.041058768784385524,-5.233624394383163
397,2020-11-18 22:45:00,17857.0,-2.2418087756275185,upper_half,normal,2.2967234614011693,uptrend,downtrend,70,10,87.5,12.5,강력 숏,drop,1.2236097888783215,-2.8112224897799187
398,2020-11-19 21:15:00,18127.0,-0.373729046441329,above_upper,tight,0.8507352181266583,uptrend,downtrend,85,10,89.47368421052632,10.526315789473683,강력 숏,drop,1.7211893859987892,-2.2645777017708424
399,2020-11-21 08:45:00,18806.0,-0.9245844638200329,upper_half,tight,1.3696634086693065,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,drop,0.7657130702967141,-2.5337658194193313
400,2020-11-22 00:15:00,18775.0,-0.923482849604218,above_upper,tight,0.9251875061039179,uptrend,sideways,65,10,86.66666666666667,13.333333333333334,강력 숏,drop,-0.2396804260985319,-5.901464713715043
401,2020-11-22 20:15:00,18710.0,-0.34620505992010164,upper_half,normal,2.2315981843504464,sideways,uptrend,50,15,76.92307692307693,23.076923076923077,강력 숏,drop,-0.0427578834847675,-3.5542490646713
402,2020-11-23 14:00:00,18714.0,-0.4786215698787455,upper_half,tight,1.7214278279827966,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,drop,-0.23511809340600598,-2.888212033771509
403,2020-11-23 20:00:00,18494.0,-1.17559046703003,upper_half,tight,1.3336227654198884,uptrend,sideways,55,10,84.61538461538461,15.384615384615385,강력 숏,drop,0.665080566670273,-2.4007786309073187
404,2020-11-25 00:00:00,19224.0,-0.9097703667431234,upper_half,tight,1.7533605382144557,uptrend,downtrend,75,10,88.23529411764706,11.76470588235294,강력 숏,drop,0.77247191011236,-2.9858510195588828
405,2020-11-25 19:15:00,19124.0,-2.0838666734934175,upper_half,normal,2.331027058310246,uptrend,sideways,50,10,83.33333333333334,16.666666666666664,강력 숏,drop,-0.11503869483371343,-10.40054381928467
406,2020-11-26 11:15:00,17417.0,-8.925956912779753,upper_half,wide,8.860763498531126,uptrend,downtrend,70,10,87.5,12.5,강력 숏,drop,-0.09760578744903992,-6.975943044152267
