H_num,datetime,prev_H,curr_H,change_pct,pattern
2,2020-03-25 16:45:00,6745.5,6695.5,-0.7412348973389667,LH (Lower High)
3,2020-03-26 00:15:00,6695.5,6767.0,1.067881412889254,HH (Higher High)
4,2020-03-26 04:00:00,6767.0,6751.0,-0.2364415546032215,LH (Lower High)
5,2020-03-26 13:30:00,6751.0,6675.5,-1.1183528366167974,LH (Lower High)
6,2020-03-26 17:00:00,6675.5,6675.0,-0.007490075649764063,LH (Lower High)
7,2020-03-27 00:15:00,6675.0,6838.0,2.4419475655430714,HH (Higher High)
8,2020-03-27 07:45:00,6838.0,6720.0,-1.7256507750804329,LH (Lower High)
9,2020-03-27 11:30:00,6720.0,6686.5,-0.4985119047619047,LH (Lower High)
10,2020-03-27 19:15:00,6686.5,6680.0,-0.09721079787631795,LH (Lower High)
11,2020-03-28 11:00:00,6680.0,6300.0,-5.688622754491018,LH (Lower High)
12,2020-03-28 15:00:00,6300.0,6268.0,-0.5079365079365079,LH (Lower High)
13,2020-03-28 20:30:00,6268.0,6288.5,0.32705807275047866,HH (Higher High)
14,2020-03-29 10:45:00,6288.5,6204.5,-1.3357716466565952,LH (Lower High)
15,2020-03-29 16:15:00,6204.5,6153.5,-0.821984043839149,LH (Lower High)
16,2020-03-30 07:15:00,6153.5,6321.5,2.7301535711383766,HH (Higher High)
17,2020-03-30 11:30:00,6321.5,6386.0,1.0203274539270744,HH (Higher High)
18,2020-03-30 15:30:00,6386.0,6430.5,0.696836830566865,HH (Higher High)
19,2020-03-30 22:30:00,6430.5,6577.5,2.285980872404945,HH (Higher High)
20,2020-03-31 08:30:00,6577.5,6497.5,-1.2162675788673507,LH (Lower High)
21,2020-03-31 15:15:00,6497.5,6494.5,-0.0461716044632551,LH (Lower High)
22,2020-03-31 20:00:00,6494.5,6490.0,-0.06928939872199553,LH (Lower High)
23,2020-04-01 03:45:00,6490.0,6372.0,-1.8181818181818181,LH (Lower High)
24,2020-04-01 12:00:00,6372.0,6333.0,-0.6120527306967984,LH (Lower High)
25,2020-04-02 00:00:00,6333.0,6739.5,6.418758882046423,HH (Higher High)
26,2020-04-02 04:00:00,6739.5,6628.5,-1.6470064544847542,LH (Lower High)
27,2020-04-02 07:15:00,6628.5,6673.0,0.671343441200875,HH (Higher High)
28,2020-04-02 17:00:00,6673.0,7230.5,8.354563164993255,HH (Higher High)
29,2020-04-03 10:45:00,7230.5,7044.0,-2.5793513588271906,LH (Lower High)
30,2020-04-03 20:00:00,7044.0,6810.0,-3.321976149914821,LH (Lower High)
31,2020-04-04 01:00:00,6810.0,6801.5,-0.1248164464023495,LH (Lower High)
32,2020-04-04 05:30:00,6801.5,6764.5,-0.5439976475777402,LH (Lower High)
33,2020-04-04 11:00:00,6764.5,6899.0,1.9883213836942863,HH (Higher High)
34,2020-04-04 17:00:00,6899.0,6801.5,-1.4132482968546167,LH (Lower High)
35,2020-04-04 20:30:00,6801.5,7012.0,3.09490553554363,HH (Higher High)
36,2020-04-05 00:00:00,7012.0,6889.0,-1.7541357672561324,LH (Lower High)
37,2020-04-05 09:15:00,6889.0,6820.0,-1.0015967484395414,LH (Lower High)
38,2020-04-05 17:45:00,6820.0,6848.0,0.41055718475073316,HH (Higher High)
39,2020-04-06 01:00:00,6848.0,6884.5,0.5330023364485981,HH (Higher High)
40,2020-04-06 12:30:00,6884.5,7158.0,3.9726922797588786,HH (Higher High)
41,2020-04-06 19:45:00,7158.0,7298.0,1.9558535903883765,HH (Higher High)
42,2020-04-07 00:30:00,7298.0,7448.0,2.0553576322280076,HH (Higher High)
43,2020-04-07 12:15:00,7448.0,7458.5,0.14097744360902253,HH (Higher High)
44,2020-04-07 16:45:00,7458.5,7379.0,-1.0658979687604746,LH (Lower High)
45,2020-04-08 06:00:00,7379.0,7417.0,0.5149749288521479,HH (Higher High)
46,2020-04-08 12:00:00,7417.0,7338.5,-1.0583793986787111,LH (Lower High)
47,2020-04-08 17:15:00,7338.5,7346.5,0.10901410369966613,HH (Higher High)
48,2020-04-09 08:00:00,7346.5,7344.0,-0.03402981011365957,LH (Lower High)
49,2020-04-09 14:00:00,7344.0,7342.5,-0.02042483660130719,LH (Lower High)
50,2020-04-09 22:00:00,7342.5,7310.0,-0.44262853251617296,LH (Lower High)
51,2020-04-10 19:00:00,7310.0,6943.0,-5.020519835841313,LH (Lower High)
52,2020-04-11 04:15:00,6943.0,6938.0,-0.07201497911565605,LH (Lower High)
53,2020-04-11 11:15:00,6938.0,6886.5,-0.7422888440472759,LH (Lower High)
54,2020-04-12 00:00:00,6886.5,6906.0,0.2831627096493139,HH (Higher High)
55,2020-04-12 05:45:00,6906.0,6838.0,-0.9846510280915146,LH (Lower High)
56,2020-04-12 17:00:00,6838.0,7170.0,4.855220824802574,HH (Higher High)
57,2020-04-13 06:30:00,7170.0,6728.0,-6.164574616457462,LH (Lower High)
58,2020-04-13 11:30:00,6728.0,6825.5,1.449167657550535,HH (Higher High)
59,2020-04-13 15:45:00,6825.5,6796.5,-0.42487729836642,LH (Lower High)
60,2020-04-14 04:00:00,6796.5,6912.0,1.6994041050540718,HH (Higher High)
61,2020-04-14 17:00:00,6912.0,6967.0,0.7957175925925927,HH (Higher High)
62,2020-04-15 04:00:00,6967.0,6924.5,-0.6100186593942873,LH (Lower High)
63,2020-04-15 18:30:00,6924.5,6763.5,-2.3250776229330636,LH (Lower High)
64,2020-04-16 08:30:00,6763.5,7155.0,5.788423153692615,HH (Higher High)
65,2020-04-16 13:00:00,7155.0,7079.5,-1.055206149545772,LH (Lower High)
66,2020-04-16 15:45:00,7079.5,7060.5,-0.26838053534854156,LH (Lower High)
67,2020-04-16 23:00:00,7060.5,7188.0,1.8058211174845975,HH (Higher High)
68,2020-04-17 09:45:00,7188.0,7119.5,-0.952977184195882,LH (Lower High)
69,2020-04-17 19:45:00,7119.5,7083.0,-0.5126764519980336,LH (Lower High)
70,2020-04-17 23:15:00,7083.0,7138.5,0.7835662854722576,HH (Higher High)
71,2020-04-18 02:30:00,7138.5,7099.5,-0.5463332632906073,LH (Lower High)
72,2020-04-18 05:15:00,7099.5,7112.5,0.1831114867244172,HH (Higher High)
73,2020-04-18 14:00:00,7112.5,7260.0,2.0738137082601056,HH (Higher High)
74,2020-04-18 22:45:00,7260.0,7289.0,0.39944903581267216,HH (Higher High)
75,2020-04-19 02:45:00,7289.0,7238.0,-0.6996844560296337,LH (Lower High)
76,2020-04-19 17:30:00,7238.0,7161.0,-1.0638297872340425,LH (Lower High)
77,2020-04-19 21:45:00,7161.0,7195.0,0.47479402318111996,HH (Higher High)
78,2020-04-20 04:00:00,7195.0,7211.0,0.22237665045170257,HH (Higher High)
79,2020-04-20 07:30:00,7211.0,7180.0,-0.42989876577451114,LH (Lower High)
80,2020-04-20 15:00:00,7180.0,7093.5,-1.2047353760445683,LH (Lower High)
81,2020-04-21 00:30:00,7093.5,6909.0,-2.6009727215056038,LH (Lower High)
82,2020-04-21 06:00:00,6909.0,6894.0,-0.21710811984368217,LH (Lower High)
83,2020-04-21 14:30:00,6894.0,6872.5,-0.3118653901943719,LH (Lower High)
84,2020-04-21 17:45:00,6872.5,6937.0,0.9385230993088396,HH (Higher High)
85,2020-04-21 21:45:00,6937.0,6906.5,-0.439671327663255,LH (Lower High)
86,2020-04-22 02:45:00,6906.5,6879.0,-0.39817563165134295,LH (Lower High)
87,2020-04-22 09:00:00,6879.0,6968.0,1.2937927024276783,HH (Higher High)
88,2020-04-22 16:30:00,6968.0,7159.5,2.7482778415614235,HH (Higher High)
89,2020-04-23 02:00:00,7159.5,7180.0,0.28633284447237933,HH (Higher High)
90,2020-04-23 14:15:00,7180.0,7743.5,7.848189415041783,HH (Higher High)
91,2020-04-23 21:45:00,7743.5,7611.0,-1.7111125460063281,LH (Lower High)
92,2020-04-24 03:30:00,7611.0,7548.0,-0.8277493102089082,LH (Lower High)
93,2020-04-24 09:15:00,7548.0,7608.5,0.8015368309485956,HH (Higher High)
94,2020-04-24 18:00:00,7608.5,7544.5,-0.8411644870868108,LH (Lower High)
95,2020-04-24 21:15:00,7544.5,7542.0,-0.03313672211544834,LH (Lower High)
96,2020-04-25 07:00:00,7542.0,7586.0,0.5833996287456908,HH (Higher High)
97,2020-04-25 11:15:00,7586.0,7598.0,0.15818613234906406,HH (Higher High)
98,2020-04-25 15:45:00,7598.0,7702.5,1.3753619373519348,HH (Higher High)
99,2020-04-26 13:15:00,7702.5,7698.5,-0.0519311911716975,LH (Lower High)
100,2020-04-26 20:00:00,7698.5,7656.5,-0.5455608235370527,LH (Lower High)
101,2020-04-27 01:15:00,7656.5,7791.5,1.7632077319924246,HH (Higher High)
102,2020-04-27 08:15:00,7791.5,7736.0,-0.7123147019187576,LH (Lower High)
103,2020-04-27 12:00:00,7736.0,7722.5,-0.17450879007238881,LH (Lower High)
104,2020-04-28 00:00:00,7722.5,7778.0,0.7186791842020072,HH (Higher High)
105,2020-04-28 12:45:00,7778.0,7760.0,-0.23142195937258936,LH (Lower High)
106,2020-04-28 19:00:00,7760.0,7739.0,-0.2706185567010309,LH (Lower High)
107,2020-04-28 23:00:00,7739.0,7765.5,0.3424215014859801,HH (Higher High)
108,2020-04-29 02:00:00,7765.5,7849.5,1.0817075526366622,HH (Higher High)
109,2020-04-29 13:15:00,7849.5,8388.0,6.860309573858207,HH (Higher High)
110,2020-04-29 17:45:00,8388.0,8951.5,6.717930376728661,HH (Higher High)
111,2020-04-29 21:00:00,8951.5,8931.0,-0.2290118974473552,LH (Lower High)
112,2020-04-30 06:00:00,8931.0,9458.0,5.900794983764416,HH (Higher High)
113,2020-04-30 20:00:00,9458.0,8881.0,-6.100655529710298,LH (Lower High)
114,2020-05-01 05:30:00,8881.0,8834.0,-0.5292196824681905,LH (Lower High)
115,2020-05-01 11:30:00,8834.0,9060.5,2.563957437174553,HH (Higher High)
116,2020-05-01 18:30:00,9060.5,8780.5,-3.0903371778599418,LH (Lower High)
117,2020-05-02 03:45:00,8780.5,8858.0,0.8826376630032459,HH (Higher High)
118,2020-05-02 16:30:00,8858.0,9010.0,1.7159629713253557,HH (Higher High)
119,2020-05-03 01:00:00,9010.0,9191.0,2.0088790233074363,HH (Higher High)
120,2020-05-03 10:00:00,9191.0,9138.5,-0.5712109672505713,LH (Lower High)
121,2020-05-03 22:15:00,9138.5,8956.5,-1.9915741095365762,LH (Lower High)
122,2020-05-04 08:15:00,8956.5,8715.0,-2.6963657678780772,LH (Lower High)
123,2020-05-04 16:00:00,8715.0,8883.5,1.9334480780263914,HH (Higher High)
124,2020-05-04 22:00:00,8883.5,8953.0,0.782349299262678,HH (Higher High)
125,2020-05-05 05:00:00,8953.0,9105.5,1.7033396626828994,HH (Higher High)
126,2020-05-05 13:30:00,9105.5,8951.0,-1.6967766734391303,LH (Lower High)
127,2020-05-05 17:15:00,8951.0,8930.0,-0.2346106580270361,LH (Lower High)
128,2020-05-05 23:45:00,8930.0,9041.5,1.2486002239641656,HH (Higher High)
129,2020-05-06 03:45:00,9041.5,9069.0,0.3041530719460267,HH (Higher High)
130,2020-05-06 12:00:00,9069.0,9380.0,3.429264527511302,HH (Higher High)
131,2020-05-06 16:00:00,9380.0,9316.5,-0.6769722814498934,LH (Lower High)
132,2020-05-06 23:00:00,9316.5,9393.5,0.8264906348950786,HH (Higher High)
133,2020-05-07 02:45:00,9393.5,9371.0,-0.2395273327300793,LH (Lower High)
134,2020-05-07 13:15:00,9371.0,9595.5,2.3956888272329526,HH (Higher High)
135,2020-05-07 19:45:00,9595.5,9952.5,3.720493981553853,HH (Higher High)
136,2020-05-07 23:45:00,9952.5,10059.5,1.075106757096207,HH (Higher High)
137,2020-05-08 10:45:00,10059.5,9957.0,-1.018937322928575,LH (Lower High)
138,2020-05-08 15:15:00,9957.0,10005.0,0.4820729135281711,HH (Higher High)
139,2020-05-08 22:00:00,10005.0,9999.5,-0.05497251374312844,LH (Lower High)
140,2020-05-09 17:45:00,9999.5,9795.0,-2.045102255112756,LH (Lower High)
141,2020-05-10 08:00:00,9795.0,8898.5,-9.152628892291986,LH (Lower High)
142,2020-05-10 20:00:00,8898.5,8778.0,-1.3541608136202732,LH (Lower High)
143,2020-05-10 23:00:00,8778.0,8834.0,0.6379585326953748,HH (Higher High)
144,2020-05-11 06:15:00,8834.0,8725.5,-1.2282091917591125,LH (Lower High)
145,2020-05-11 12:30:00,8725.5,9158.5,4.962466334307489,HH (Higher High)
146,2020-05-11 20:00:00,9158.5,8802.0,-3.89255882513512,LH (Lower High)
147,2020-05-12 05:30:00,8802.0,8777.0,-0.28402635764598955,LH (Lower High)
148,2020-05-12 09:00:00,8777.0,8830.5,0.6095476814401276,HH (Higher High)
149,2020-05-12 17:00:00,8830.5,8973.0,1.6137251571258706,HH (Higher High)
150,2020-05-13 02:00:00,8973.0,8970.0,-0.033433634236041454,LH (Lower High)
151,2020-05-13 15:30:00,8970.0,9180.0,2.341137123745819,HH (Higher High)
152,2020-05-13 21:15:00,9180.0,9400.5,2.401960784313726,HH (Higher High)
153,2020-05-14 00:15:00,9400.5,9383.0,-0.18616031062177543,LH (Lower High)
154,2020-05-14 10:00:00,9383.0,9940.0,5.9362677182137915,HH (Higher High)
155,2020-05-14 16:00:00,9940.0,9781.0,-1.5995975855130784,LH (Lower High)
156,2020-05-14 20:30:00,9781.0,9873.5,0.9457110724874757,HH (Higher High)
157,2020-05-14 23:30:00,9873.5,9845.5,-0.28358738036157394,LH (Lower High)
158,2020-05-15 07:45:00,9845.5,9715.0,-1.3254786450662739,LH (Lower High)
159,2020-05-15 11:30:00,9715.0,9650.0,-0.6690684508492023,LH (Lower High)
160,2020-05-15 14:30:00,9650.0,9612.0,-0.39378238341968913,LH (Lower High)
161,2020-05-15 18:15:00,9612.0,9530.0,-0.8531002913025385,LH (Lower High)
162,2020-05-15 22:30:00,9530.0,9484.5,-0.4774396642182582,LH (Lower High)
163,2020-05-16 05:15:00,9484.5,9583.0,1.0385365596499552,HH (Higher High)
164,2020-05-16 13:00:00,9583.0,9520.0,-0.6574141709276844,LH (Lower High)
165,2020-05-17 03:45:00,9520.0,9574.0,0.5672268907563025,HH (Higher High)
166,2020-05-17 07:00:00,9574.0,9563.0,-0.1148945059536244,LH (Lower High)
167,2020-05-17 15:00:00,9563.0,9886.0,3.377601171180592,HH (Higher High)
168,2020-05-17 21:15:00,9886.0,9790.0,-0.9710702002832288,LH (Lower High)
169,2020-05-18 01:30:00,9790.0,9957.5,1.7109295199182841,HH (Higher High)
170,2020-05-18 14:30:00,9957.5,9729.0,-2.294752698970625,LH (Lower High)
171,2020-05-18 23:00:00,9729.0,9754.0,0.2569637167231987,HH (Higher High)
172,2020-05-19 11:15:00,9754.0,9896.0,1.455812999794956,HH (Higher High)
173,2020-05-20 00:15:00,9896.0,9800.0,-0.9700889248181084,LH (Lower High)
174,2020-05-20 06:30:00,9800.0,9848.5,0.4948979591836735,HH (Higher High)
175,2020-05-20 10:00:00,9848.5,9805.0,-0.4416916281667259,LH (Lower High)
176,2020-05-20 14:00:00,9805.0,9797.0,-0.0815910249872514,LH (Lower High)
177,2020-05-20 20:45:00,9797.0,9600.0,-2.0108196386648975,LH (Lower High)
178,2020-05-21 00:30:00,9600.0,9573.0,-0.28125,LH (Lower High)
179,2020-05-21 06:15:00,9573.0,9529.5,-0.4544030084612974,LH (Lower High)
180,2020-05-21 22:30:00,9529.5,9161.0,-3.8669395036465715,LH (Lower High)
181,2020-05-22 07:00:00,9161.0,9112.0,-0.5348761052286868,LH (Lower High)
182,2020-05-22 12:30:00,9112.0,9199.0,0.9547848990342407,HH (Higher High)
183,2020-05-22 17:00:00,9199.0,9264.5,0.7120339167300793,HH (Higher High)
184,2020-05-23 03:00:00,9264.5,9308.5,0.474931188947056,HH (Higher High)
185,2020-05-23 07:45:00,9308.5,9262.5,-0.49417199333942097,LH (Lower High)
186,2020-05-23 14:45:00,9262.5,9214.5,-0.5182186234817814,LH (Lower High)
187,2020-05-23 20:45:00,9214.5,9243.0,0.30929513267133324,HH (Higher High)
188,2020-05-24 02:30:00,9243.0,9227.0,-0.173103970572325,LH (Lower High)
189,2020-05-24 06:15:00,9227.0,9291.5,0.6990354394711173,HH (Higher High)
190,2020-05-24 09:00:00,9291.5,9295.0,0.03766883710918582,HH (Higher High)
191,2020-05-24 21:30:00,9295.0,9077.0,-2.3453469607315762,LH (Lower High)
192,2020-05-25 08:00:00,9077.0,8876.5,-2.2088795857662222,LH (Lower High)
193,2020-05-25 14:00:00,8876.5,8856.0,-0.23094688221709006,LH (Lower High)
194,2020-05-25 19:45:00,8856.0,8974.0,1.3324299909665764,HH (Higher High)
195,2020-05-25 23:00:00,8974.0,8934.5,-0.44016046356139965,LH (Lower High)
196,2020-05-26 08:00:00,8934.5,9011.0,0.8562314623090268,HH (Higher High)
197,2020-05-26 21:00:00,9011.0,8881.5,-1.4371323937409832,LH (Lower High)
198,2020-05-27 12:00:00,8881.5,9185.0,3.4172155604346113,HH (Higher High)
199,2020-05-27 15:15:00,9185.0,9222.0,0.4028307022318998,HH (Higher High)
200,2020-05-28 00:45:00,9222.0,9278.0,0.6072435480373021,HH (Higher High)
201,2020-05-28 16:00:00,9278.0,9533.0,2.74843716318172,HH (Higher High)
202,2020-05-28 23:30:00,9533.0,9614.5,0.8549249973775307,HH (Higher High)
203,2020-05-29 08:15:00,9614.5,9586.5,-0.2912267928649436,LH (Lower High)
204,2020-05-29 14:00:00,9586.5,9478.0,-1.1317999269806498,LH (Lower High)
205,2020-05-29 17:15:00,9478.0,9452.5,-0.26904410213125135,LH (Lower High)
206,2020-05-29 23:15:00,9452.5,9447.5,-0.052896059243586355,LH (Lower High)
207,2020-05-30 06:00:00,9447.5,9599.0,1.6035988356708122,HH (Higher High)
208,2020-05-30 11:30:00,9599.0,9579.0,-0.20835503698301908,LH (Lower High)
209,2020-05-30 14:30:00,9579.0,9569.0,-0.10439503079653409,LH (Lower High)
210,2020-05-30 23:00:00,9569.0,9735.0,1.7347685233566728,HH (Higher High)
211,2020-05-31 12:00:00,9735.0,9633.5,-1.0426296866974833,LH (Lower High)
212,2020-06-01 04:15:00,9633.5,9610.0,-0.24394041625577412,LH (Lower High)
213,2020-06-01 07:30:00,9610.0,9574.0,-0.37460978147762747,LH (Lower High)
214,2020-06-01 12:30:00,9574.0,9587.5,0.1410068936703572,HH (Higher High)
215,2020-06-01 16:15:00,9587.5,9605.5,0.1877444589308996,HH (Higher High)
216,2020-06-01 23:30:00,9605.5,10352.0,7.771589193691114,HH (Higher High)
217,2020-06-02 08:00:00,10352.0,10159.0,-1.8643740340030912,LH (Lower High)
218,2020-06-02 13:30:00,10159.0,10188.5,0.29038291170390784,HH (Higher High)
219,2020-06-02 18:15:00,10188.5,9536.0,-6.4042793345438485,LH (Lower High)
220,2020-06-02 22:15:00,9536.0,9549.5,0.14156879194630873,HH (Higher High)
221,2020-06-03 12:00:00,9549.5,9642.0,0.9686371014189226,HH (Higher High)
222,2020-06-03 19:00:00,9642.0,9622.0,-0.20742584526031943,LH (Lower High)
223,2020-06-03 23:30:00,9622.0,9693.5,0.7430887549366036,HH (Higher High)
224,2020-06-04 03:45:00,9693.5,9685.0,-0.087687625728581,LH (Lower High)
225,2020-06-04 07:30:00,9685.0,9660.5,-0.25296850800206505,LH (Lower High)
226,2020-06-04 18:00:00,9660.5,9876.0,2.2307333988923967,HH (Higher High)
227,2020-06-04 23:15:00,9876.0,9860.0,-0.16200891049007696,LH (Lower High)
228,2020-06-05 08:30:00,9860.0,9851.5,-0.08620689655172414,LH (Lower High)
229,2020-06-05 18:45:00,9851.5,9753.5,-0.9947723696898949,LH (Lower High)
230,2020-06-06 03:45:00,9753.5,9644.0,-1.1226739119290512,LH (Lower High)
231,2020-06-06 12:00:00,9644.0,9730.0,0.891746163417669,HH (Higher High)
232,2020-06-06 20:45:00,9730.0,9715.5,-0.14902363823227133,LH (Lower High)
233,2020-06-06 23:45:00,9715.5,9701.0,-0.14924605012608716,LH (Lower High)
234,2020-06-07 04:00:00,9701.0,9710.0,0.09277394083084219,HH (Higher High)
235,2020-06-07 08:45:00,9710.0,9678.0,-0.329557157569516,LH (Lower High)
236,2020-06-07 19:45:00,9678.0,9807.5,1.3380863814837778,HH (Higher High)
237,2020-06-07 23:00:00,9807.5,9776.0,-0.3211827682895743,LH (Lower High)
238,2020-06-08 05:45:00,9776.0,9751.0,-0.25572831423895254,LH (Lower High)
239,2020-06-08 09:15:00,9751.0,9799.0,0.49225720438929343,HH (Higher High)
240,2020-06-08 17:00:00,9799.0,9739.5,-0.6072048168180426,LH (Lower High)
241,2020-06-09 00:00:00,9739.5,9873.5,1.3758406489039479,HH (Higher High)
242,2020-06-09 12:00:00,9873.5,9748.0,-1.2710791512634831,LH (Lower High)
243,2020-06-09 22:00:00,9748.0,9832.0,0.8617152236356176,HH (Higher High)
244,2020-06-10 01:30:00,9832.0,9810.0,-0.22375915378356387,LH (Lower High)
245,2020-06-10 07:00:00,9810.0,9780.0,-0.3058103975535168,LH (Lower High)
246,2020-06-10 12:45:00,9780.0,9770.0,-0.10224948875255625,LH (Lower High)
247,2020-06-10 18:45:00,9770.0,9995.0,2.3029682702149437,HH (Higher High)
248,2020-06-10 22:30:00,9995.0,9908.0,-0.8704352176088044,LH (Lower High)
249,2020-06-11 01:30:00,9908.0,9968.0,0.6055712555510698,HH (Higher High)
250,2020-06-11 21:00:00,9968.0,9372.0,-5.979133226324238,LH (Lower High)
251,2020-06-12 03:30:00,9372.0,9396.0,0.2560819462227913,HH (Higher High)
252,2020-06-12 08:00:00,9396.0,9492.5,1.027032779906343,HH (Higher High)
253,2020-06-12 14:00:00,9492.5,9550.0,0.6057413747695549,HH (Higher High)
254,2020-06-13 09:15:00,9550.0,9464.0,-0.9005235602094241,LH (Lower High)
255,2020-06-13 15:00:00,9464.0,9461.5,-0.02641589180050719,LH (Lower High)
256,2020-06-13 19:30:00,9461.5,9494.0,0.34349733128996457,HH (Higher High)
257,2020-06-14 00:00:00,9494.0,9477.5,-0.17379397514219508,LH (Lower High)
258,2020-06-14 11:30:00,9477.5,9440.5,-0.39039831179108414,LH (Lower High)
259,2020-06-14 15:45:00,9440.5,9437.5,-0.03177797786134209,LH (Lower High)
260,2020-06-14 22:30:00,9437.5,9411.0,-0.280794701986755,LH (Lower High)
261,2020-06-15 08:30:00,9411.0,9167.5,-2.5873977260652428,LH (Lower High)
262,2020-06-15 21:00:00,9167.5,9487.0,3.4851377147532046,HH (Higher High)
263,2020-06-16 03:00:00,9487.0,9580.0,0.9802888162749025,HH (Higher High)
264,2020-06-16 09:15:00,9580.0,9543.0,-0.38622129436325675,LH (Lower High)
265,2020-06-16 13:00:00,9543.0,9584.5,0.43487372943518804,HH (Higher High)
266,2020-06-16 18:30:00,9584.5,9509.5,-0.7825134331472691,LH (Lower High)
267,2020-06-16 23:30:00,9509.5,9531.0,0.22608969977391027,HH (Higher High)
268,2020-06-17 07:45:00,9531.0,9529.5,-0.015738117721120555,LH (Lower High)
269,2020-06-17 13:15:00,9529.5,9564.0,0.36203368487328824,HH (Higher High)
270,2020-06-17 23:45:00,9564.0,9469.5,-0.9880803011292346,LH (Lower High)
271,2020-06-18 09:45:00,9469.5,9485.5,0.16896351444110036,HH (Higher High)
272,2020-06-18 19:30:00,9485.5,9410.0,-0.7959517157767118,LH (Lower High)
273,2020-06-18 23:30:00,9410.0,9412.0,0.021253985122210415,HH (Higher High)
274,2020-06-19 06:00:00,9412.0,9328.5,-0.8871653208669783,LH (Lower High)
275,2020-06-19 09:15:00,9328.5,9439.5,1.189901913490915,HH (Higher High)
276,2020-06-19 12:30:00,9439.5,9419.0,-0.21717251973091797,LH (Lower High)
277,2020-06-19 22:00:00,9419.0,9355.0,-0.6794776515553668,LH (Lower High)
278,2020-06-20 03:15:00,9355.0,9346.5,-0.09086050240513095,LH (Lower High)
279,2020-06-20 11:15:00,9346.5,9380.0,0.35842293906810035,HH (Higher High)
280,2020-06-20 22:30:00,9380.0,9392.0,0.1279317697228145,HH (Higher High)
281,2020-06-21 02:00:00,9392.0,9402.5,0.11179727427597956,HH (Higher High)
282,2020-06-21 06:00:00,9402.5,9415.5,0.13826110077107154,HH (Higher High)
283,2020-06-21 15:45:00,9415.5,9388.5,-0.2867611916520631,LH (Lower High)
284,2020-06-22 05:00:00,9388.5,9449.5,0.6497310539489801,HH (Higher High)
285,2020-06-22 13:00:00,9449.5,9501.5,0.550293666331552,HH (Higher High)
286,2020-06-22 16:45:00,9501.5,9625.0,1.2997947692469611,HH (Higher High)
287,2020-06-22 21:00:00,9625.0,9782.0,1.6311688311688313,HH (Higher High)
288,2020-06-23 07:45:00,9782.0,9669.0,-1.1551829891637702,LH (Lower High)
289,2020-06-23 15:45:00,9669.0,9688.5,0.20167545764815392,HH (Higher High)
290,2020-06-23 22:30:00,9688.5,9650.0,-0.3973783351395985,LH (Lower High)
291,2020-06-24 06:00:00,9650.0,9670.0,0.20725388601036268,HH (Higher High)
292,2020-06-24 23:15:00,9670.0,9322.0,-3.59875904860393,LH (Lower High)
293,2020-06-25 08:45:00,9322.0,9331.0,0.09654580562111136,HH (Higher High)
294,2020-06-25 17:15:00,9331.0,9293.0,-0.40724466830993467,LH (Lower High)
295,2020-06-25 21:15:00,9293.0,9337.0,0.47347465834499086,HH (Higher High)
296,2020-06-26 10:00:00,9337.0,9252.0,-0.9103566456035128,LH (Lower High)
297,2020-06-26 13:00:00,9252.0,9233.5,-0.199956766104626,LH (Lower High)
298,2020-06-27 03:15:00,9233.5,9185.0,-0.5252612768722585,LH (Lower High)
299,2020-06-27 11:30:00,9185.0,9184.0,-0.010887316276537834,LH (Lower High)
300,2020-06-28 10:00:00,9184.0,9083.0,-1.0997386759581882,LH (Lower High)
301,2020-06-28 16:15:00,9083.0,9190.0,1.178024881647033,HH (Higher High)
302,2020-06-29 01:00:00,9190.0,9146.5,-0.4733405875952122,LH (Lower High)
303,2020-06-29 05:30:00,9146.5,9129.5,-0.18586344503361943,LH (Lower High)
304,2020-06-29 09:45:00,9129.5,9135.0,0.06024426310312723,HH (Higher High)
305,2020-06-29 18:00:00,9135.0,9179.0,0.48166392993979196,HH (Higher High)
306,2020-06-29 22:00:00,9179.0,9234.0,0.5991938119620873,HH (Higher High)
307,2020-06-30 01:30:00,9234.0,9205.0,-0.31405674680528484,LH (Lower High)
308,2020-06-30 09:30:00,9205.0,9171.5,-0.3639326453014666,LH (Lower High)
309,2020-06-30 15:15:00,9171.5,9185.0,0.14719511530284032,HH (Higher High)
310,2020-06-30 21:45:00,9185.0,9168.0,-0.18508437670114317,LH (Lower High)
311,2020-07-01 04:45:00,9168.0,9159.5,-0.09271378708551484,LH (Lower High)
312,2020-07-01 08:45:00,9159.5,9191.0,0.3439052350019106,HH (Higher High)
313,2020-07-01 16:30:00,9191.0,9289.0,1.0662604722010662,HH (Higher High)
314,2020-07-02 02:15:00,9289.0,9260.0,-0.3121972225212617,LH (Lower High)
315,2020-07-02 09:00:00,9260.0,9219.0,-0.4427645788336933,LH (Lower High)
316,2020-07-02 13:45:00,9219.0,9255.0,0.390497884803124,HH (Higher High)
317,2020-07-02 21:45:00,9255.0,9150.0,-1.1345218800648298,LH (Lower High)
318,2020-07-03 08:15:00,9150.0,9124.5,-0.27868852459016397,LH (Lower High)
319,2020-07-03 13:15:00,9124.5,9119.5,-0.054797523151953534,LH (Lower High)
320,2020-07-03 16:15:00,9119.5,9110.0,-0.10417237787159384,LH (Lower High)
321,2020-07-03 22:15:00,9110.0,9100.0,-0.10976948408342481,LH (Lower High)
322,2020-07-04 02:15:00,9100.0,9093.0,-0.07692307692307693,LH (Lower High)
323,2020-07-04 13:45:00,9093.0,9080.0,-0.14296711756296052,LH (Lower High)
